species,species_group,article_classified,birdbase,birds_of_the_world,eubirds,hand_entered,partners_in_flight,peterjohn_2006,vickery_1999,analysis_class,include
scaled_chachalaca,species,NA,forest; shrub; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
scaled_dove,species,NA,shrub; savannah; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
scaled_flowerpiercer,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
scaled_fruiteater,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scaled_ground_cuckoo,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scaled_metaltail,species,NA,forest; shrub; rocky_areas,NA,NA,NA,NA,NA,NA,shrub,FALSE
scaled_piculet,species,NA,forest; woodland; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
scaled_pigeon,species,NA,forest; savannah; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,facultative,TRUE
scaled_quail,species,NA,shrub; grasslands; desert,NA,NA,NA,Grasslands:  Chihuahuan; Aridlands:  Desert Scrub,NA,facultative,facultative,TRUE
scaled_spinetail,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scaled_woodcreeper,species,NA,forest; woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
scallop_breasted_antpitta,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scalloped_antbird,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
scalloped_antthrush,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scalloped_woodcreeper,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scaly_babbler,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
scaly_bellied_woodpecker,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
scaly_breasted_bulbul,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scaly_breasted_cupwing,species,NA,forest; shrub; rocky_areas; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
scaly_breasted_fruiteater,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scaly_breasted_honeyeater,species,NA,forest; woodland; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
scaly_breasted_hummingbird,species,NA,NA,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
scaly_breasted_illadopsis,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scaly_breasted_kingfisher,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scaly_breasted_lorikeet,species,NA,woodland; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,woodland,FALSE
scaly_breasted_munia,species,NA,woodland; shrub; grasslands; artificial,NA,NA,NA,Open Country:  Developed/Disturbed,NA,NA,facultative,TRUE
scaly_breasted_sabrewing,species,NA,forest; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
scaly_breasted_thrasher,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
scaly_breasted_wren,species,NA,NA,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
scaly_chatterer,species,NA,woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
scaly_crowned_babbler,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scaly_crowned_honeyeater,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
scaly_dove,species,NA,NA,NA,NA,NA,NA,NA,facultative,facultative,TRUE
scaly_fronted_weaver,species,NA,woodland; shrub; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
scaly_ground_roller,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
scaly_headed_parrot,species,NA,forest; woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
scaly_laughingthrush,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
scaly_naped_amazon,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scaly_naped_pigeon,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
scaly_sided_merganser,species,NA,forest; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
scaly_spurfowl,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
scaly_throated_foliage_gleaner,species,NA,forest; woodland,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,woodland,FALSE
scaly_throated_honeyguide,species,NA,forest; bamboo; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
scaly_throated_leaftosser,species,NA,forest; woodland,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,woodland,FALSE
scaly_thrush,species,NA,forest; bamboo; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
scarce_swift,species,NA,forest; rocky_areas,NA,NA,NA,NA,NA,NA,forest,FALSE
scarlet_and_white_tanager,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
scarlet_backed_flowerpecker,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
scarlet_backed_woodpecker,species,NA,forest; woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
scarlet_banded_barbet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scarlet_bellied_mountain_tanager,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
scarlet_breasted_dacnis,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
scarlet_breasted_flowerpecker,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
scarlet_breasted_fruit_dove,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
scarlet_breasted_fruiteater,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scarlet_breasted_lorikeet,species,NA,woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
scarlet_breasted_woodpecker,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
scarlet_browed_tanager,species,NA,forest; shrub,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,shrub,FALSE
scarlet_chested_parrot,species,NA,woodland; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
scarlet_chested_sunbird,species,NA,woodland; shrub; savannah; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
scarlet_collared_flowerpecker,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
scarlet_crowned_barbet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scarlet_faced_liocichla,species,NA,forest; bamboo; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
scarlet_finch,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
scarlet_fronted_parakeet,species,NA,forest; woodland; rocky_areas; artificial; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
scarlet_headed_blackbird,species,NA,wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
scarlet_headed_flowerpecker,species,NA,forest; woodland; artificial; coastal,NA,NA,NA,NA,NA,NA,woodland,FALSE
scarlet_hooded_barbet,species,NA,forest; bamboo; shrub; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
scarlet_horned_manakin,species,NA,forest; woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
scarlet_ibis,species,NA,artificial; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
scarlet_macaw,species,NA,forest; savannah; riparian; coastal,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,facultative,TRUE
scarlet_minivet,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
scarlet_myzomela,species,NA,forest; woodland; shrub; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
scarlet_robin,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
scarlet_rumped_cacique,species,NA,forest; artificial,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,forest,FALSE
scarlet_rumped_tanager,species,NA,forest; shrub; grasslands; artificial; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,facultative,TRUE
scarlet_rumped_trogon,species,NA,forest; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
scarlet_shouldered_parrotlet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scarlet_tanager,species,NA,forest; woodland; artificial,NA,NA,NA,Forests:  Temperate Eastern; Forests:  Tropical Lowland Evergreen,NA,NA,woodland,FALSE
scarlet_thighed_dacnis,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
scarlet_throated_tanager,species,NA,woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
schalows_turaco,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
scheepmakers_crowned_pigeon,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
schlegels_asity,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
schlegels_francolin,species,NA,woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
schneiders_pitta,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
schrencks_bittern,species,NA,grasslands; artificial; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
scimitar_billed_woodcreeper,species,NA,woodland; shrub; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
scimitar_winged_piha,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scintillant_hummingbird,species,NA,forest; shrub; grasslands; artificial,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,facultative,TRUE
scissor_tailed_flycatcher,species,NA,shrub; savannah; coastal; wetlands_lakes_marsh,NA,NA,NA,Grasslands:  Temperate; Forests:  Tropical Dry; Open Country:  Developed/Disturbed,NA,facultative,facultative,TRUE
scissor_tailed_hummingbird,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
scissor_tailed_kite,species,NA,shrub; savannah,NA,NA,NA,NA,NA,NA,facultative,TRUE
scissor_tailed_nightjar,species,NA,woodland; shrub; grasslands; artificial,NA,NA,NA,NA,NA,facultative,facultative,TRUE
sclaters_antwren,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
sclaters_black_tyrant,species,NA,shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
sclaters_crowned_pigeon,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
sclaters_lark,species,NA,shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
sclaters_monal,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
sclaters_myzomela,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
sclaters_nightingale_thrush,species,NA,forest; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
sclaters_tyrannulet,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
sclaters_whistler,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
sclaters_wren,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
scopolis_shearwater,species,NA,rocky_areas; pelagic,NA,NA,NA,NA,NA,NA,other,TRUE
scottish_crossbill,species,NA,forest,NA,coniferous_forest; woodland,NA,NA,NA,NA,woodland,FALSE
scotts_oriole,species,NA,woodland; shrub; desert,NA,NA,NA,Forests:  Mesoamerican Pine-Oak; Aridlands:  Desert Scrub; Forests:  Tropical Dry,NA,NA,shrub,FALSE
screaming_cowbird,species,NA,shrub; grasslands; artificial,NA,NA,NA,NA,NA,facultative,facultative,TRUE
screaming_piha,species,NA,forest; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
scribble_tailed_canastero,species,NA,shrub; savannah; grasslands,NA,NA,NA,NA,NA,obligate,obligate,TRUE
scrippss_murrelet,species,NA,rocky_areas; coastal; pelagic,NA,NA,NA,Coasts:  Cliffs and Islands; Coasts:  Marine Waters,NA,NA,other,TRUE
scrub_blackbird,species,NA,woodland; shrub; desert; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
scrub_euphonia,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,Forests:  Tropical Dry,NA,NA,shrub,FALSE
scrub_greenlet,species,NA,forest; bamboo; woodland; shrub; artificial; riparian,NA,NA,NA,Forests:  Tropical Dry,NA,NA,shrub,FALSE
scrub_honeyeater,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
scrub_nightjar,species,NA,forest; woodland; shrub; grasslands; artificial,NA,NA,NA,NA,NA,facultative,facultative,TRUE
scrub_tanager,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
scrubtit,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
seaside_cinclodes,species,NA,rocky_areas; coastal,NA,NA,NA,NA,NA,NA,other,TRUE
seaside_sparrow,species,NA,coastal; wetlands_lakes_marsh,NA,NA,NA,Coasts:  Saltmarsh,NA,NA,other,TRUE
secretarybird,species,NA,forest; woodland; shrub; savannah,NA,NA,NA,NA,NA,NA,facultative,TRUE
sedge_warbler,species,NA,shrub; grasslands; artificial; riparian; wetlands_lakes_marsh,NA,shrub; reed; swamps; freshwater,NA,NA,NA,NA,facultative,TRUE
sedge_wren,species,NA,grasslands; wetlands_lakes_marsh,NA,NA,NA,Grasslands:  Temperate; Wetlands:  Seasonally Wet Grasslands,NA,obligate; obligate,obligate,TRUE
see_see_partridge,species,NA,plains; rocky_areas; desert,NA,NA,NA,NA,NA,NA,facultative,TRUE
selayar_whistler,species,NA,forest; shrub; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
selva_cacique,species,NA,forest; shrub; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
semi_collared_flycatcher,species,NA,forest; woodland; artificial; riparian,NA,deciduous_forest,NA,NA,NA,NA,woodland,FALSE
semi_collared_hawk,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
semicollared_puffbird,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
semipalmated_plover,species,NA,riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,Coasts:  Beach and Estuary; Tundra:  Arctic,NA,NA,other,TRUE
semipalmated_sandpiper,species,NA,shrub; grasslands; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,Wetlands:  Tundra; Coasts:  Beach and Estuary,NA,facultative,facultative,TRUE
semiplumbeous_hawk,species,NA,forest,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
sempers_warbler,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
senegal_batis,species,NA,woodland; shrub; savannah; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
senegal_coucal,species,NA,woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
senegal_eremomela,species,NA,woodland; savannah; grasslands; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
senegal_lapwing,species,NA,savannah; grasslands; plains; artificial; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
senegal_parrot,species,NA,woodland; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
senegal_thick_knee,species,NA,woodland; grasslands; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
sennar_penduline_tit,species,NA,woodland; shrub; savannah; plains; desert; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
sentinel_lark,species,NA,grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
sentinel_rock_thrush,species,NA,grasslands; rocky_areas; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
sepia_capped_flycatcher,species,NA,forest; woodland; riparian,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,woodland,FALSE
sepik_ramu_shrike_thrush,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
seram_boobook,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
seram_fantail,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
seram_friarbird,species,NA,forest; artificial; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
seram_golden_bulbul,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
seram_grasshopper_warbler,species,NA,forest; bamboo,NA,NA,NA,NA,NA,NA,forest,FALSE
seram_honeyeater,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
seram_imperial_pigeon,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
seram_masked_owl,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
seram_mountain_pigeon,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
seram_oriole,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
seram_thrush,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
seram_white_eye,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
serendib_scops_owl,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
serra_antwren,species,NA,forest; bamboo; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
serra_do_mar_tyrannulet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
serra_do_mar_tyrant_manakin,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
seven_colored_tanager,species,NA,forest; shrub; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
seychelles_blue_pigeon,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
seychelles_bulbul,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
seychelles_fody,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
seychelles_kestrel,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
seychelles_magpie_robin,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
seychelles_paradise_flycatcher,species,NA,forest; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
seychelles_parakeet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
seychelles_parrot,species,NA,forest; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
seychelles_scops_owl,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
seychelles_sunbird,species,NA,forest; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
seychelles_swiftlet,species,NA,forest; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
seychelles_warbler,species,NA,woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
seychelles_white_eye,species,NA,woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
shade_bush_warbler,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
shaft_tailed_whydah,species,NA,shrub; savannah,NA,NA,NA,NA,NA,NA,facultative,TRUE
sharp_beaked_ground_finch,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
sharp_billed_canastero,species,NA,shrub; grasslands; rocky_areas; desert; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
sharp_billed_treehunter,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
sharp_shinned_hawk,species,NA,forest; woodland; shrub; savannah,NA,NA,NA,Forests:  Temperate Generalist,NA,NA,facultative,TRUE
sharp_tailed_grass_tyrant,species,NA,NA,NA,NA,NA,NA,NA,obligate,obligate,TRUE
sharp_tailed_grouse,species,NA,forest; woodland; grasslands; desert; artificial,NA,NA,NA,Grasslands:  Temperate; Forests:  Boreal,NA,obligate,obligate,TRUE
sharp_tailed_ibis,species,NA,savannah; grasslands; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
sharp_tailed_sandpiper,species,NA,grasslands; coastal; wetlands_lakes_marsh,NA,NA,NA,Wetlands:  Tundra; Coasts:  Beach and Estuary; Wetlands:  Seasonally Wet Grasslands,NA,NA,facultative,TRUE
sharp_tailed_starling,species,NA,woodland; savannah,NA,NA,NA,NA,NA,NA,facultative,TRUE
sharp_tailed_streamcreeper,species,NA,NA,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,forest,FALSE
sharp_tailed_tyrant,species,NA,shrub; savannah; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
sharpbill,species,NA,forest,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,forest,FALSE
sharpes_akalat,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
sharpes_apalis,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
sharpes_drongo,species,NA,forest; woodland; shrub; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
sharpes_greenbul,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
sharpes_lark,species,NA,woodland; grasslands; plains,NA,NA,NA,NA,NA,NA,facultative,TRUE
sharpes_longclaw,species,NA,grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
sharpes_rosefinch,species,NA,forest; bamboo; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
sharpes_starling,species,NA,forest; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
sharpes_wren,species,NA,forest; bamboo,NA,NA,NA,NA,NA,NA,forest,FALSE
shear_tailed_grey_tyrant,species,NA,forest; woodland; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
shelleys_crimsonwing,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
shelleys_eagle_owl,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
shelleys_francolin,species,NA,woodland; shrub; savannah; grasslands; rocky_areas; artificial; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
shelleys_greenbul,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
shelleys_oliveback,species,NA,forest; shrub; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
shelleys_starling,species,NA,woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
shelleys_sunbird,species,NA,woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
shikra,species,NA,woodland; savannah; grasslands; plains; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
shining_blue_kingfisher,species,NA,artificial; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
shining_bronze_cuckoo,species,NA,forest; woodland; shrub; savannah; artificial; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
shining_drongo,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
shining_flycatcher,species,NA,forest; shrub; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
shining_green_hummingbird,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
shining_honeycreeper,species,NA,forest,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
shining_imperial_pigeon,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
shining_sunbeam,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
shining_sunbird,species,NA,forest; woodland; shrub; rocky_areas; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
shiny_cowbird,species,NA,shrub; grasslands; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,Open Country:  Habitat Mosaic,NA,facultative; facultative,facultative,TRUE
shiny_whistling_thrush,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
shoebill,species,NA,wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
shore_plover,species,NA,grasslands; rocky_areas; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
short_bearded_honeyeater,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
short_billed_brown_dove,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
short_billed_canastero,species,NA,woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
short_billed_chlorospingus,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
short_billed_dowitcher,species,NA,grasslands; coastal; wetlands_lakes_marsh,NA,NA,NA,Wetlands:  Boreal; Coasts:  Beach and Estuary,NA,facultative,facultative,TRUE
short_billed_gull,species,NA,grasslands; rocky_areas; artificial; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,Wetlands:  Generalist; Coasts:  Beach and Estuary; Coasts:  Marine Waters,NA,NA,facultative,TRUE
short_billed_honeycreeper,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
short_billed_leaftosser,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
short_billed_miner,species,NA,shrub; grasslands; plains; artificial; coastal,NA,NA,NA,NA,NA,obligate,obligate,TRUE
short_billed_minivet,species,NA,forest; woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
short_billed_pigeon,species,NA,forest,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
short_billed_pipit,species,NA,savannah; grasslands,NA,NA,NA,NA,NA,obligate,obligate,TRUE
short_clawed_lark,species,NA,savannah; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
short_crested_coquette,species,NA,forest; artificial,NA,NA,NA,Forests:  Tropical Lowland Evergreen,NA,NA,forest,FALSE
short_crested_flycatcher,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
short_crested_monarch,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
short_eared_owl,species,NA,forest; savannah; grasslands; plains; artificial; wetlands_lakes_marsh,NA,tundra; grassland; swamps,NA,Tundra:  Arctic; Grasslands:  Temperate; Coasts:  Saltmarsh,NA,obligate; obligate,obligate,TRUE
short_legged_ground_roller,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
short_tailed_akalat,species,NA,forest; bamboo; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
short_tailed_albatross,species,NA,coastal; pelagic,NA,NA,NA,Islands:  Oceanic; Oceans:  Pelagic,NA,NA,other,TRUE
short_tailed_antbird,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
short_tailed_antthrush,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
short_tailed_babbler,species,NA,forest; bamboo; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
