species,species_group,article_classified,birdbase,birds_of_the_world,eubirds,hand_entered,partners_in_flight,peterjohn_2006,vickery_1999,analysis_class,include
ancient_murrelet,species,NA,shrub; grasslands; rocky_areas; coastal; pelagic,NA,NA,NA,Coasts:  Cliffs and Islands; Coasts:  Marine Waters,NA,NA,facultative,TRUE
andaman_boobook,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
andaman_bulbul,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
andaman_coucal,species,NA,forest; artificial; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
andaman_crake,species,NA,forest; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
andaman_cuckoo_dove,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
andaman_cuckooshrike,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
andaman_drongo,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
andaman_flowerpecker,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
andaman_green_pigeon,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
andaman_masked_owl,species,NA,savannah; artificial; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
andaman_nightjar,species,NA,forest; shrub; savannah,NA,NA,NA,NA,NA,NA,facultative,TRUE
andaman_scops_owl,species,NA,woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
andaman_serpent_eagle,species,NA,forest; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
andaman_shama,species,NA,forest; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
andaman_teal,species,NA,artificial; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
andaman_treepie,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
andaman_woodpecker,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
andaman_woodpigeon,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
andean_avocet,species,NA,grasslands; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
andean_black_tyrant,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
andean_cock_of_the_rock,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
andean_condor,species,NA,forest; grasslands; desert; coastal,NA,NA,NA,NA,NA,facultative,facultative,TRUE
andean_coot,species,NA,riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
andean_duck,species,NA,wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
andean_emerald,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
andean_flamingo,species,NA,coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
andean_flicker,species,NA,NA,NA,NA,NA,NA,NA,facultative,facultative,TRUE
andean_goose,species,NA,grasslands; wetlands_lakes_marsh,NA,NA,NA,NA,NA,obligate,obligate,TRUE
andean_guan,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
andean_gull,species,NA,coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
andean_hillstar,species,NA,woodland; shrub; grasslands; rocky_areas; artificial,NA,NA,NA,NA,NA,obligate,obligate,TRUE
andean_ibis,species,NA,grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
andean_lapwing,species,NA,grasslands; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,obligate,obligate,TRUE
andean_motmot,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
andean_mourner,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
andean_negrito,species,NA,grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
andean_parakeet,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
andean_potoo,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
andean_pygmy_owl,species,NA,forest; grasslands; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
andean_siskin,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
andean_slaty_thrush,species,NA,forest; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
andean_snipe,species,NA,forest; shrub; grasslands; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,obligate,obligate,TRUE
andean_solitaire,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
andean_swallow,species,NA,grasslands; rocky_areas; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
andean_swift,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
andean_teal,species,NA,riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
andean_tinamou,species,NA,woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,facultative,facultative,TRUE
andean_tit_spinetail,species,NA,woodland; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
angola_batis,species,NA,forest; woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
angola_cave_chat,species,NA,rocky_areas,NA,NA,NA,NA,NA,NA,other,TRUE
angola_greenbul,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
angola_lark,species,NA,grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
angola_slaty_flycatcher,species,NA,forest; woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
angola_swallow,species,NA,forest; shrub; grasslands; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
angola_waxbill,species,NA,forest; woodland; grasslands; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
angola_white_eye,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
anhinga,species,NA,riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,Wetlands:  Generalist,NA,NA,other,TRUE
anianiau,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
anjouan_brush_warbler,species,NA,forest; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
anjouan_scops_owl,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
anjouan_sunbird,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
anjouan_white_eye,species,NA,forest; woodland; coastal,NA,NA,NA,NA,NA,NA,woodland,FALSE
ankober_serin,species,NA,grasslands; rocky_areas,NA,NA,NA,NA,NA,NA,facultative,TRUE
annam_barbet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
annam_prinia,species,NA,forest; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
annamite_crested_argus,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
annamite_limestone_babbler,species,NA,forest; woodland; shrub; rocky_areas,NA,NA,NA,NA,NA,NA,shrub,FALSE
annas_hummingbird,species,NA,woodland; shrub; savannah; riparian; coastal,NA,NA,NA,Aridlands:  Chaparral; Forests:  Temperate Western,NA,NA,facultative,TRUE
annobon_scops_owl,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
annobon_white_eye,species,NA,forest; shrub; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
ansorges_greenbul,species,NA,forest; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
antarctic_petrel,species,NA,rocky_areas; pelagic,NA,NA,NA,NA,NA,NA,other,TRUE
antarctic_prion,species,NA,grasslands; rocky_areas; pelagic,NA,NA,NA,NA,NA,NA,facultative,TRUE
antarctic_shag,species,NA,coastal,NA,NA,NA,NA,NA,NA,other,TRUE
antarctic_tern,species,NA,shrub; rocky_areas; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
antillean_crested_hummingbird,species,NA,forest; woodland; shrub; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
antillean_nighthawk,species,NA,forest; shrub; savannah; artificial; coastal,NA,NA,NA,Open Country Aerial:  Habitat Mosaic; Unknown,NA,NA,facultative,TRUE
antillean_palm_swift,species,NA,shrub; grasslands; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
antillean_piculet,species,NA,forest; woodland; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
antillean_siskin,species,NA,forest; shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
antioquia_bristle_tyrant,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
antioquia_brushfinch,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
antioquia_wren,species,NA,forest; woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
antipodean_albatross,species,NA,grasslands; pelagic,NA,NA,NA,NA,NA,NA,facultative,TRUE
antipodes_parakeet,species,NA,grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
apapane,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
apical_flycatcher,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
aplomado_falcon,species,NA,shrub; savannah; grasslands; artificial,NA,NA,NA,Grasslands:  Tropical; Grasslands:  Chihuahuan,NA,obligate; obligate,obligate,TRUE
apo_myna,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
apo_sunbird,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
apolinars_wren,species,NA,shrub; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
apolo_cotinga,species,NA,forest; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
apostlebird,species,NA,woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
apperts_tetraka,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
apricot_breasted_sunbird,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
apurimac_brushfinch,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
apurimac_spinetail,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
apurimac_starfrontlet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
aquatic_warbler,species,NA,shrub; grasslands; wetlands_lakes_marsh,NA,swamps; freshwater,NA,NA,NA,NA,facultative,TRUE
arabian_babbler,species,NA,shrub; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
arabian_bustard,species,NA,woodland; shrub; savannah; plains; desert; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
arabian_eagle_owl,species,NA,forest; woodland; shrub; rocky_areas; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
arabian_golden_sparrow,species,NA,shrub; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
arabian_green_bee_eater,species,NA,desert; artificial,NA,NA,NA,NA,NA,NA,other,TRUE
arabian_grosbeak,species,NA,forest; shrub; rocky_areas,NA,NA,NA,NA,NA,NA,shrub,FALSE
arabian_lark,species,NA,plains; rocky_areas; desert,NA,NA,NA,NA,NA,NA,facultative,TRUE
arabian_partridge,species,NA,forest; grasslands; plains,NA,NA,NA,NA,NA,NA,facultative,TRUE
arabian_scops_owl,species,NA,rocky_areas; desert; artificial,NA,NA,NA,NA,NA,NA,other,TRUE
arabian_serin,species,NA,forest; woodland; shrub; grasslands; rocky_areas; desert; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
arabian_sunbird,species,NA,shrub; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
arabian_warbler,species,NA,shrub; savannah; plains; rocky_areas,NA,NA,NA,NA,NA,NA,facultative,TRUE
arabian_waxbill,species,NA,shrub; rocky_areas; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
arabian_wheatear,species,NA,shrub; plains; rocky_areas; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
arabian_woodpecker,species,NA,forest; woodland; riparian,NA,NA,NA,NA,NA,NA,woodland,FALSE
arafura_fantail,species,NA,forest; woodland; artificial; coastal,NA,NA,NA,NA,NA,NA,woodland,FALSE
araguaia_spinetail,species,NA,forest; woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
araripe_manakin,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
araucaria_tit_spinetail,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
archbolds_bowerbird,species,NA,forest; bamboo,NA,NA,NA,NA,NA,NA,forest,FALSE
archbolds_newtonia,species,NA,shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
archbolds_nightjar,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
archbolds_owlet_nightjar,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
archers_robin_chat,species,NA,forest; bamboo; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
arctic_herring_gull,species,NA,forest; grasslands; rocky_areas; artificial; coastal; wetlands_lakes_marsh; pelagic,NA,NA,NA,NA,NA,NA,facultative,TRUE
arctic_jaeger,species,NA,grasslands; coastal; pelagic,NA,tundra; marine,NA,NA,NA,NA,facultative,TRUE
arctic_loon,species,NA,coastal; wetlands_lakes_marsh,NA,freshwater,NA,Wetlands:  Lakes and Rivers; Wetlands:  Tundra; Coasts:  Marine Waters,NA,NA,other,TRUE
arctic_tern,species,NA,grasslands; artificial; coastal; wetlands_lakes_marsh,NA,freshwater; marine,NA,Wetlands:  Tundra; Forests:  Boreal; Coasts:  Marine Waters; Oceans:  Pelagic,NA,NA,facultative,TRUE
arctic_warbler,species,NA,forest; woodland; shrub; artificial; riparian; coastal,NA,deciduous_forest; coniferous_forest,NA,Tundra:  Arctic; Forests:  Tropical Generalist,NA,NA,shrub,FALSE
arequipa_canastero,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
arfak_astrapia,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
arfak_catbird,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
arfak_honeyeater,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
arfak_robin,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ariel_toucan,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
aripuana_antwren,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
arizona_woodpecker,species,NA,forest; woodland; artificial; riparian,NA,NA,NA,Forests:  Mesoamerican Pine-Oak,NA,NA,woodland,FALSE
armenian_gull,species,NA,artificial; coastal; wetlands_lakes_marsh,NA,freshwater,NA,NA,NA,NA,other,TRUE
arnots_chat,species,NA,woodland; artificial,NA,NA,NA,NA,NA,NA,woodland,FALSE
arrow_marked_babbler,species,NA,woodland; shrub; savannah; grasslands; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
arrowhead_piculet,species,NA,forest; artificial; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
arrowhead_warbler,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
artificial_nests,artificial_nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
artificial_nests_chestnut_sided_warbler,artificial_nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
artificial_nests_northern_bobwhite,artificial_nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
artificial_nests_ovenbird,artificial_nest,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
aru_flowerpecker,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ascension_crake,species,NA,desert,NA,NA,NA,NA,NA,NA,other,TRUE
ascension_frigatebird,species,NA,rocky_areas; coastal; pelagic,NA,NA,NA,NA,NA,NA,other,TRUE
ascension_night_heron,species,NA,coastal,NA,NA,NA,NA,NA,NA,other,TRUE
ash_bellied_hermit,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
ash_breasted_antbird,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
ash_breasted_sierra_finch,species,NA,forest; woodland; shrub; grasslands; rocky_areas; desert; artificial,NA,NA,NA,NA,NA,facultative,facultative,TRUE
ash_breasted_tit_tyrant,species,NA,woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
ash_browed_spinetail,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ash_colored_cuckoo,species,NA,woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
ash_colored_tapaculo,species,NA,forest; bamboo,NA,NA,NA,NA,NA,NA,forest,FALSE
ash_throated_antwren,species,NA,forest; savannah,NA,NA,NA,NA,NA,NA,facultative,TRUE
ash_throated_casiornis,species,NA,woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
ash_throated_crake,species,NA,shrub; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,shrub,FALSE
ash_throated_flycatcher,species,NA,forest; woodland; shrub; riparian,NA,NA,NA,Aridlands:  Desert Scrub; Forests:  Temperate Western; Forests:  Tropical Dry,NA,facultative,facultative,TRUE
ash_throated_gnateater,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
ash_winged_antwren,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ashambu_chilappan,species,NA,forest; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
ashy_antwren,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
ashy_bellied_white_eye,species,NA,woodland; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
ashy_breasted_flycatcher,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ashy_bulbul,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ashy_cisticola,species,NA,shrub; savannah; plains; desert,NA,NA,NA,NA,NA,NA,facultative,TRUE
ashy_crowned_sparrow_lark,species,NA,shrub; grasslands; artificial; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
ashy_drongo,species,NA,forest; bamboo; woodland; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
ashy_faced_owl,species,NA,woodland; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
ashy_flowerpecker,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
ashy_flycatcher,species,NA,forest; woodland; shrub; artificial; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
ashy_fronted_babbler,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ashy_fronted_bulbul,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
ashy_headed_babbler,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
ashy_headed_goose,species,NA,forest; grasslands; artificial; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,facultative,facultative,TRUE
ashy_headed_green_pigeon,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ashy_headed_greenlet,species,NA,woodland; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
ashy_headed_tyrannulet,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ashy_minivet,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
ashy_myzomela,species,NA,forest; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
ashy_prinia,species,NA,shrub; grasslands; riparian; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
ashy_starling,species,NA,woodland; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
ashy_storm_petrel,species,NA,rocky_areas; pelagic,NA,NA,NA,Coasts:  Cliffs and Islands; Coasts:  Marine Waters,NA,NA,other,TRUE
ashy_tailed_swift,species,NA,woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
ashy_tailorbird,species,NA,forest; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
ashy_throated_chlorospingus,species,NA,forest; shrub,NA,NA,NA,Forests:  Tropical Montane Evergreen,NA,NA,shrub,FALSE
ashy_throated_parrotbill,species,NA,shrub; grasslands,NA,NA,NA,NA,NA,NA,facultative,TRUE
ashy_throated_warbler,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
ashy_thrush,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ashy_tit,species,NA,forest; woodland; shrub; savannah; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
ashy_woodpecker,species,NA,forest; savannah,NA,NA,NA,NA,NA,NA,facultative,TRUE
ashy_woodpigeon,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
ashy_woodswallow,species,NA,forest; woodland; savannah; artificial,NA,NA,NA,NA,NA,NA,facultative,TRUE
asian_azure_winged_magpie,species,NA,forest; woodland; artificial,NA,deciduous_forest; coniferous_forest; woodland,NA,NA,NA,NA,woodland,FALSE
asian_barred_owlet,species,NA,forest; woodland; shrub; artificial,NA,NA,NA,NA,NA,NA,shrub,FALSE
asian_blue_quail,species,NA,shrub; grasslands; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
asian_brown_flycatcher,species,NA,forest; woodland; shrub; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
asian_crested_ibis,species,NA,forest; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
asian_desert_warbler,species,NA,shrub; plains; rocky_areas; desert; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
asian_dowitcher,species,NA,forest; grasslands; artificial; coastal; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
asian_emerald_cuckoo,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
asian_fairy_bluebird,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
asian_glossy_starling,species,NA,forest; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
asian_golden_weaver,species,NA,grasslands; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
asian_green_bee_eater,species,NA,woodland; shrub; savannah; grasslands; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
asian_houbara,species,NA,shrub; plains; desert,NA,NA,NA,NA,NA,NA,facultative,TRUE
asian_house_martin,species,NA,rocky_areas; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,other,TRUE
asian_openbill,species,NA,artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
asian_palm_swift,species,NA,forest; woodland; shrub; artificial; coastal,NA,NA,NA,NA,NA,NA,shrub,FALSE
asian_plain_martin,species,NA,shrub; grasslands; artificial; riparian; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
asian_rosy_finch,species,NA,grasslands; rocky_areas; artificial; riparian; coastal,NA,NA,NA,NA,NA,NA,facultative,TRUE
asian_short_toed_lark,species,NA,shrub; desert,NA,NA,NA,NA,NA,NA,shrub,FALSE
asian_stubtail,species,NA,forest; shrub; grasslands; riparian,NA,NA,NA,NA,NA,NA,facultative,TRUE
asian_woollyneck,species,NA,woodland; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,woodland,FALSE
asir_magpie,species,NA,forest; riparian,NA,NA,NA,NA,NA,NA,forest,FALSE
assam_laughingthrush,species,NA,forest; bamboo; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
atherton_scrubwren,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
atitlan_grebe,species,NA,wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,other,TRUE
atiu_swiftlet,species,NA,forest; artificial; coastal,NA,NA,NA,NA,NA,NA,forest,FALSE
atlantic_black_breasted_woodpecker,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
atlantic_black_throated_trogon,species,NA,forest; shrub,NA,NA,NA,NA,NA,NA,shrub,FALSE
atlantic_grey_elaenia,species,NA,forest; woodland; shrub; riparian,NA,NA,NA,NA,NA,NA,shrub,FALSE
atlantic_petrel,species,NA,grasslands; coastal; pelagic,NA,NA,NA,NA,NA,NA,facultative,TRUE
atlantic_puffin,species,NA,rocky_areas; coastal; pelagic,NA,marine,NA,Coasts:  Cliffs and Islands; Coasts:  Marine Waters; Oceans:  Pelagic,NA,NA,other,TRUE
atlantic_royal_flycatcher,species,NA,forest,NA,NA,NA,NA,NA,NA,forest,FALSE
atlantic_white_tern,species,NA,rocky_areas; artificial; coastal; pelagic,NA,NA,NA,NA,NA,NA,other,TRUE
atlantic_woodcreeper,species,NA,forest; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,forest,FALSE
atlantic_yellow_nosed_albatross,species,NA,rocky_areas; pelagic,NA,NA,NA,NA,NA,NA,other,TRUE
atlas_flycatcher,species,NA,forest; woodland,NA,NA,NA,NA,NA,NA,woodland,FALSE
atlas_wheatear,species,NA,grasslands; plains; rocky_areas,NA,NA,NA,NA,NA,NA,facultative,TRUE
atoll_fruit_dove,species,NA,woodland; shrub; artificial; other,NA,NA,NA,NA,NA,NA,shrub,FALSE
atoll_starling,species,NA,forest; artificial,NA,NA,NA,NA,NA,NA,forest,FALSE
atuen_antpitta,species,NA,forest; woodland; shrub; grasslands; rocky_areas; artificial; wetlands_lakes_marsh,NA,NA,NA,NA,NA,NA,facultative,TRUE
