es_id,key,paper,source_sheet,bmp,treatment,control,response_var,species,species_key,species_group,analysis_class,response_metric,response_scale,survival_scale,link,baseline_survival,beta_is_derived,notes,conversion,effect_metric,xbar_e,xbar_c,yi,sei,n_total,label_type,guild,fire_excluded_original,non_grassland_class,in_primary_pool
md_0708,BQ6ZPH37,McCusker et al. 2010,mean_diff,provide_overwintering_habitat,Native sites,Lonicera sites,density (birds/ha) - 2006-2007,american_robin,american_robin,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.03,0.75,-0.4694290334717149,0.32260289745841564,38,species,facultative_grassland,FALSE,FALSE,TRUE
md_0709,BQ6ZPH37,McCusker et al. 2010,mean_diff,remove_non_native_species,Native sites,Lonicera sites,density (birds/ha) - 2006-2007,carolina_wren,carolina_wren,species,shrub,abundance,count,,,,,,two group means,hedges_g,0.02,0.11,-0.5105136461604041,0.32342290229790355,38,species,,FALSE,TRUE,FALSE
md_0710,BQ6ZPH37,McCusker et al. 2010,mean_diff,provide_overwintering_habitat,Native sites,Lonicera sites,density (birds/ha) - 2006-2007,carolina_wren,carolina_wren,species,shrub,abundance,count,,,,,,two group means,hedges_g,0.02,0.11,-0.5105136461604041,0.32342290229790355,38,species,,FALSE,TRUE,FALSE
md_0711,BQ6ZPH37,McCusker et al. 2010,mean_diff,remove_non_native_species,Native sites,Lonicera sites,density (birds/ha) - 2006-2007,northern_cardinal,northern_cardinal,species,facultative,abundance,count,,,,,,two group means,hedges_g,1.42,1.96,-0.2387569606077782,0.3192540876147542,38,species,facultative_grassland,FALSE,FALSE,TRUE
md_0712,BQ6ZPH37,McCusker et al. 2010,mean_diff,provide_overwintering_habitat,Native sites,Lonicera sites,density (birds/ha) - 2006-2007,northern_cardinal,northern_cardinal,species,facultative,abundance,count,,,,,,two group means,hedges_g,1.42,1.96,-0.2387569606077782,0.3192540876147542,38,species,facultative_grassland,FALSE,FALSE,TRUE
md_0715,5EM6FIBL,Moorman et al. 2017,mean_diff,plant_nwsg,Grazed NWSG fields,grazed CSG fields,territory density (territories/40 ha),eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,Treatment is defined here as the grazed NWSG field,two group means,hedges_g,1.98,7.4,-1.271439873448373,0.3121900834813933,48,species,obligate_grassland,FALSE,FALSE,TRUE
md_0716,5EM6FIBL,Moorman et al. 2017,mean_diff,plant_nwsg,Grazed NWSG fields,grazed CSG fields,territory density (territories/40 ha),grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,Treatment is defined here as the grazed NWSG field,two group means,hedges_g,6.59,11.56,-0.43451474874424306,0.2873850847258582,48,species,obligate_grassland,FALSE,FALSE,TRUE
md_0717,5EM6FIBL,Moorman et al. 2017,mean_diff,plant_nwsg,Grazed NWSG fields,grazed CSG fields,territory density (territories/40 ha),field_sparrow,field_sparrow,species,facultative,abundance,count,,,,,Treatment is defined here as the grazed NWSG field,two group means,hedges_g,2.6,1.43,0.4177802530689765,0.28712648232049925,48,species,facultative_grassland,FALSE,FALSE,TRUE
md_0718,5EM6FIBL,Moorman et al. 2017,mean_diff,plant_nwsg,Grazed NWSG fields,grazed CSG fields,territory density (territories/40 ha),indigo_bunting,indigo_bunting,species,facultative,abundance,count,,,,,Treatment is defined here as the grazed NWSG field,two group means,hedges_g,13.2,5.79,1.2415629787443938,0.31093497290279093,48,species,facultative_grassland,FALSE,FALSE,TRUE
md_0719,5EM6FIBL,Moorman et al. 2017,mean_diff,plant_nwsg,Hayed NWSG fields,hayed CSG fields,territory density (territories/40 ha),eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,Treatment is defined here as the hayed NWSG field,two group means,hedges_g,2.48,3.51,-0.23306262689164545,0.24782123026859904,64,species,obligate_grassland,FALSE,FALSE,TRUE
md_0720,5EM6FIBL,Moorman et al. 2017,mean_diff,plant_nwsg,Hayed NWSG fields,hayed CSG fields,territory density (territories/40 ha),grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,Treatment is defined here as the hayed NWSG field,two group means,hedges_g,8.14,11.42,-0.30385035530735716,0.248419585963612,64,species,obligate_grassland,FALSE,FALSE,TRUE
md_0721,5EM6FIBL,Moorman et al. 2017,mean_diff,plant_nwsg,Hayed NWSG fields,hayed CSG fields,territory density (territories/40 ha),field_sparrow,field_sparrow,species,facultative,abundance,count,,,,,Treatment is defined here as the hayed NWSG field,two group means,hedges_g,8.29,1.31,1.3890709179240364,0.2757994938719701,64,species,facultative_grassland,FALSE,FALSE,TRUE
md_0722,5EM6FIBL,Moorman et al. 2017,mean_diff,plant_nwsg,Hayed NWSG fields,hayed CSG fields,territory density (territories/40 ha),indigo_bunting,indigo_bunting,species,facultative,abundance,count,,,,,Treatment is defined here as the hayed NWSG field,two group means,hedges_g,21.98,2.22,1.1382192190698963,0.26666914133848496,64,species,facultative_grassland,FALSE,FALSE,TRUE
md_0723,LF7LYQ8I,Oppel et al. 2014,mean_diff,keep_cats_indoors,post-feral cat control - semi-arid,pre-feral cat control - semi-arid,nest survival,saint_helena_plover,saint_helena_plover,species,facultative,nest_success,count,period_survival,identity,,,"Unsure of link function, likely logit",log hazard ratio from arm survival,log_hazard_ratio,0.77,0.23,1.726880231570702,0.5144108707445818,64,species,facultative_grassland,FALSE,FALSE,TRUE
md_0724,LF7LYQ8I,Oppel et al. 2014,mean_diff,keep_cats_indoors,post-feral cat control - pasture,pre-feral cat control - pasture,nest survival,saint_helena_plover,saint_helena_plover,species,facultative,nest_success,count,period_survival,identity,,,"Unsure of link function, likely logit",log hazard ratio from arm survival,log_hazard_ratio,0.65,0.55,0.3277138545509296,0.4906192840819097,45,species,facultative_grassland,FALSE,FALSE,TRUE
md_0732,9KZCR9YH,Pirez and Aldabe 2023,mean_diff,rotational_grazing,Rotational grazing,Continuous grazing,species_richness,all_species,all_species,aggregate,,species_richness,count,,,,,Rotationally grazed fields were rested for 20 days - 6 months,two group means,hedges_g,21.52,18.72,0.5962444021546001,0.23087935759937367,80,community,,FALSE,FALSE,TRUE
md_0734,B34SZBUU,Powell 2006,mean_diff,prescribed_fire,Annual burn frequency,20-year burn frequency,abundance,upland_sandpiper,upland_sandpiper,species,obligate,abundance,count,,,,,I'm not sure whether this is a test of prescribed_fire ... but maybe; Estimate represents a beta coefficient; Sample size is number of sites,two group means,hedges_g,0.00482,-0.03639,0.23883149645588336,0.5559641630713312,11,species,obligate_grassland,FALSE,FALSE,TRUE
md_0735,B34SZBUU,Powell 2006,mean_diff,prescribed_fire,Annual burn frequency,20-year burn frequency,abundance,bells_vireo,bells_vireo,species,shrub,abundance,count,,,,,Estimate represents a beta coefficient; Sample size is number of sites,two group means,hedges_g,-0.22364,0.04682,-1.6004652370127936,0.6315594492105262,12,species,,FALSE,TRUE,FALSE
md_0736,B34SZBUU,Powell 2006,mean_diff,prescribed_fire,Annual burn frequency,20-year burn frequency,abundance,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,Estimate represents a beta coefficient; Sample size is number of sites,two group means,hedges_g,0.09331,-0.13041,1.2544272144738955,0.5980842600481695,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0737,B34SZBUU,Powell 2006,mean_diff,prescribed_fire,Annual burn frequency,20-year burn frequency,abundance,henslows_sparrow,henslows_sparrow,species,obligate,abundance,count,,,,,Estimate represents a beta coefficient; Sample size is number of sites,two group means,hedges_g,0.03478,-0.07804,0.562922697188244,0.5525776377357057,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0738,B34SZBUU,Powell 2006,mean_diff,prescribed_fire,Annual burn frequency,20-year burn frequency,abundance,dickcissel,dickcissel,species,obligate,abundance,count,,,,,Estimate represents a beta coefficient; Sample size is number of sites,two group means,hedges_g,0.12835,-0.07613,1.557922506237312,0.6271114225108115,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0739,B34SZBUU,Powell 2006,mean_diff,prescribed_fire,Annual burn frequency,20-year burn frequency,abundance,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,Estimate represents a beta coefficient; Sample size is number of sites,two group means,hedges_g,0.11237,-0.04558,1.096364345373238,0.5849979313428434,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0740,B34SZBUU,Powell 2006,mean_diff,prescribed_fire,Annual burn frequency,20-year burn frequency,abundance,brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,Estimate represents a beta coefficient; Sample size is number of sites,two group means,hedges_g,-0.04652,0.03838,-0.4496841865916832,0.5482374410354621,12,species,facultative_grassland,FALSE,FALSE,TRUE
md_0741,B34SZBUU,Powell 2006,mean_diff,prescribed_fire,4-year burn frequency,20-year burn frequency,abundance,upland_sandpiper,upland_sandpiper,species,obligate,abundance,count,,,,,Estimate represents a beta coefficient; Sample size is number of sites,two group means,hedges_g,0.03156,-0.03639,0.3532471987991194,0.545287031367559,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0742,B34SZBUU,Powell 2006,mean_diff,prescribed_fire,4-year burn frequency,20-year burn frequency,abundance,bells_vireo,bells_vireo,species,shrub,abundance,count,,,,,Estimate represents a beta coefficient; Sample size is number of sites,two group means,hedges_g,0.17683,0.04682,0.7273298924958814,0.5605182091497314,12,species,,FALSE,TRUE,FALSE
md_0743,B34SZBUU,Powell 2006,mean_diff,prescribed_fire,4-year burn frequency,20-year burn frequency,abundance,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,Estimate represents a beta coefficient; Sample size is number of sites,two group means,hedges_g,0.0371,-0.13041,0.8769185410168233,0.569367824213221,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0744,B34SZBUU,Powell 2006,mean_diff,prescribed_fire,4-year burn frequency,20-year burn frequency,abundance,henslows_sparrow,henslows_sparrow,species,obligate,abundance,count,,,,,Estimate represents a beta coefficient; Sample size is number of sites,two group means,hedges_g,0.04326,-0.07804,0.5883099443716144,0.5536784462818721,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0745,B34SZBUU,Powell 2006,mean_diff,prescribed_fire,4-year burn frequency,20-year burn frequency,abundance,dickcissel,dickcissel,species,obligate,abundance,count,,,,,Estimate represents a beta coefficient; Sample size is number of sites,two group means,hedges_g,-0.05222,-0.07613,0.17338392287629478,0.541655991655683,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0746,B34SZBUU,Powell 2006,mean_diff,prescribed_fire,4-year burn frequency,20-year burn frequency,abundance,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,Estimate represents a beta coefficient; Sample size is number of sites,two group means,hedges_g,-0.06679,-0.04558,-0.13744267919160502,0.5412261397538088,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0747,B34SZBUU,Powell 2006,mean_diff,prescribed_fire,4-year burn frequency,20-year burn frequency,abundance,brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,Estimate represents a beta coefficient; Sample size is number of sites,two group means,hedges_g,0.00814,0.03838,-0.14953524599781248,0.5413597049790341,12,species,facultative_grassland,FALSE,FALSE,TRUE
md_0748,ABXAGBLU,Purcell et al. 1997,mean_diff,install_nest_boxes,Nest box,Natural cavity,daily mortality rate,ash_throated_flycatcher,ash_throated_flycatcher,species,facultative,nest_success,count,daily_survival,identity,,,"Unsure of link term, only details in text are ""based on Mayfield's methods (1961, 1975)",log hazard ratio from arm survival,log_hazard_ratio,0.0134,0.017,0.2397817549966268,0.06361990311938098,85,species,facultative_grassland,FALSE,FALSE,TRUE
md_0749,ABXAGBLU,Purcell et al. 1997,mean_diff,install_nest_boxes,Nest box,Natural cavity,daily mortality rate,oak_titmouse,oak_titmouse,species,woodland,nest_success,count,daily_survival,identity,,,"Unsure of link term, only details in text are ""based on Mayfield's methods (1961, 1975)",log hazard ratio from arm survival,log_hazard_ratio,0.0117,0.0124,0.05846118394924904,0.01820646692173351,282,species,,FALSE,TRUE,FALSE
md_0750,ABXAGBLU,Purcell et al. 1997,mean_diff,install_nest_boxes,Nest box,Natural cavity,daily mortality rate,house_wren,house_wren,species,facultative,nest_success,count,daily_survival,identity,,,"Unsure of link term, only details in text are ""based on Mayfield's methods (1961, 1975)",log hazard ratio from arm survival,log_hazard_ratio,0.005,0.0126,0.9280870047751436,0.07829094548074585,83,species,facultative_grassland,FALSE,FALSE,TRUE
md_0751,ABXAGBLU,Purcell et al. 1997,mean_diff,install_nest_boxes,Nest box,Natural cavity,daily mortality rate,western_bluebird,western_bluebird,species,facultative,nest_success,count,daily_survival,identity,,,"Unsure of link term, only details in text are ""based on Mayfield's methods (1961, 1975)",log hazard ratio from arm survival,log_hazard_ratio,0.0133,0.0297,0.8117329745459863,0.05106321163438634,86,species,facultative_grassland,FALSE,FALSE,TRUE
md_0752,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,dickcissel,dickcissel,species,obligate,abundance,count,,,,,,two group means,hedges_g,1.5,2.43,-0.7982860188783552,0.6464523332345812,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_0753,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.12,0.32,-0.37978074323502514,0.6221626973361971,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_0754,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.08,0.12,-0.2812007246798063,0.6188812076003933,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_0755,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.14,0.32,-0.7491737307315528,0.6427679702462878,8,species,facultative_grassland,FALSE,FALSE,TRUE
md_0756,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.02,0,0.6148754619013457,0.6337991190049239,8,species,facultative_grassland,FALSE,FALSE,TRUE
md_0759,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2004,mourning_dove,mourning_dove,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.02,0.06,-0.3888813873912677,0.6225139592728849,8,species,facultative_grassland,FALSE,FALSE,TRUE
md_0761,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,dickcissel,dickcissel,species,obligate,abundance,count,,,,,,two group means,hedges_g,2,3.07,-0.555912099599409,0.6303861713691514,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_0762,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.14,0.13,0.03634246778509333,0.6149425843797839,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_0763,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.16,0.48,-0.906382388847939,0.655299472244751,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_0764,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.1,0.86,-1.4139684769762235,0.7092450296026381,8,species,facultative_grassland,FALSE,FALSE,TRUE
md_0765,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.24,0.06,0.5775356064560162,0.6315999878828971,8,species,facultative_grassland,FALSE,FALSE,TRUE
md_0766,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,henslows_sparrow,henslows_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,0,0.13,-0.6661150837264578,0.6370272091491754,8,species,obligate_grassland,FALSE,FALSE,TRUE
md_0767,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,mourning_dove,mourning_dove,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.06,0.21,-0.4417079096599541,0.6247126947560804,8,species,facultative_grassland,FALSE,FALSE,TRUE
md_0768,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,northern_bobwhite,northern_bobwhite,species,facultative,abundance,count,,,,,,two group means,hedges_g,0,0.06,-0.9223131928520184,0.6566872811736181,8,species,facultative_grassland,FALSE,FALSE,TRUE
md_0770,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned CRP field,Unburned CRP field,density (birds/ha) - 2005,lark_sparrow,lark_sparrow,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.08,0,9.83800739042153,2.535196476019696,8,species,facultative_grassland,FALSE,FALSE,TRUE
md_0771,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,dickcissel,dickcissel,species,obligate,abundance,count,,,,,,two group means,hedges_g,1.08,1.04,0.05301069152888754,0.5713731264654343,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0772,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.47,0.4,0.22523260963919803,0.5734659792858777,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0773,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.29,0.43,-0.7222858947328892,0.5936426439050442,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0774,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.03,0.02,0.15843628735868912,0.5723476616827109,10,species,facultative_grassland,FALSE,FALSE,TRUE
md_0775,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.11,0.13,-0.07921814367934459,0.5715247314775334,10,species,facultative_grassland,FALSE,FALSE,TRUE
md_0776,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,henslows_sparrow,henslows_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.05,0.06,-0.0717433586519582,0.5714753699430971,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0778,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2004,mourning_dove,mourning_dove,species,facultative,abundance,count,,,,,,two group means,hedges_g,0,0.02,-0.6386770926846236,0.5888311849860457,10,species,facultative_grassland,FALSE,FALSE,TRUE
md_0780,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,dickcissel,dickcissel,species,obligate,abundance,count,,,,,,two group means,hedges_g,1.01,1.33,-0.41089558072291976,0.5785918266696721,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0781,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,1.03,1.08,-0.05486908504446183,0.5713818983838632,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0782,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.62,0.74,-0.2847858020251865,0.5747885616710052,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0783,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.13,0.15,-0.0939129474676194,0.5716360074918037,10,species,facultative_grassland,FALSE,FALSE,TRUE
md_0784,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.19,0.05,0.7438330170777989,0.5949715294371821,10,species,facultative_grassland,FALSE,FALSE,TRUE
md_0785,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,henslows_sparrow,henslows_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.02,0.11,-0.7405345464897922,0.5947657637283006,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0786,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,mourning_dove,mourning_dove,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.03,0,0.9580156390269352,0.6100954361467359,10,species,facultative_grassland,FALSE,FALSE,TRUE
md_0787,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,northern_bobwhite,northern_bobwhite,species,facultative,abundance,count,,,,,,two group means,hedges_g,0,0.08,-1.0218833482953975,0.615255249349599,10,species,facultative_grassland,FALSE,FALSE,TRUE
md_0788,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,upland_sandpiper,upland_sandpiper,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.02,0.08,-0.4647058436119594,0.5806240772052272,10,species,obligate_grassland,FALSE,FALSE,TRUE
md_0790,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,dickcissel,dickcissel,species,obligate,abundance,count,,,,,,two group means,hedges_g,1,0.74,0.36958083403490755,0.538251723956955,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0791,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.63,0.86,-0.366866584078789,0.5381743497638923,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0792,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.25,0.44,-0.7101115510799724,0.5522992268053344,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0793,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.21,0.15,0.32083446260131876,0.5369474989749136,12,species,facultative_grassland,FALSE,FALSE,TRUE
md_0794,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,red_winged_blackbird,red_winged_blackbird,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.04,0.01,0.3751119478958379,0.5384111277945309,12,species,facultative_grassland,FALSE,FALSE,TRUE
md_0795,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,henslows_sparrow,henslows_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.01,0.09,-0.45024794647361904,0.5408053893900971,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0796,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,common_nighthawk,common_nighthawk,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.01,0.03,-0.3892034043284159,0.538827714320562,12,species,facultative_grassland,FALSE,FALSE,TRUE
md_0797,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,mourning_dove,mourning_dove,species,facultative,abundance,count,,,,,,two group means,hedges_g,0,0.01,-0.43514263457633695,0.5402899360437302,12,species,facultative_grassland,FALSE,FALSE,TRUE
md_0798,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,upland_sandpiper,upland_sandpiper,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.01,0.07,-0.825625099384538,0.5589508346026139,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0799,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2005,dickcissel,dickcissel,species,obligate,abundance,count,,,,,,two group means,hedges_g,1.57,1.16,0.5810464136483517,0.5459770669081445,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0800,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2005,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.84,1.11,-0.3655290391335624,0.5381364265448549,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0801,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2005,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.51,0.46,0.21414850107396508,0.5347284212511332,12,species,obligate_grassland,FALSE,FALSE,TRUE
md_0802,86IBQ28G,Rahmig et al. 2009,mean_diff,prescribed_fire,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2005,brown_headed_cowbird,brown_headed_cowbird,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.29,0.15,0.41155461111594216,0.5395192785120563,12,species,facultative_grassland,FALSE,FALSE,TRUE
