es_id,key,paper,source_sheet,bmp,treatment,control,response_var,species,species_key,species_group,analysis_class,response_metric,response_scale,survival_scale,link,baseline_survival,beta_is_derived,notes,conversion,effect_metric,xbar_e,xbar_c,yi,sei,n_total,label_type,guild,fire_excluded_original,non_grassland_class,in_primary_pool
md_0099,7SS4IEI5,Blank et al. 2011b,mean_diff,stream_exclusion_and_buffers,unmowed buffers,mowed buffers,species_richness,wintering_species,wintering_species,aggregate,other,species_richness,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,3.3,0.5,1.2448130856014663,0.4172315880512766,26,community,,FALSE,FALSE,TRUE
md_0100,7SS4IEI5,Blank et al. 2011b,mean_diff,provide_overwintering_habitat,unmowed buffers,mowed buffers,winter density (birds/10 ha),american_kestrel,american_kestrel,species,facultative,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,0.1,0,0.2739108373438416,0.38174049351557704,26,species,facultative_grassland,FALSE,FALSE,TRUE
md_0101,7SS4IEI5,Blank et al. 2011b,mean_diff,stream_exclusion_and_buffers,unmowed buffers,mowed buffers,winter density (birds/10 ha),american_kestrel,american_kestrel,species,facultative,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,0.1,0,0.2739108373438416,0.38174049351557704,26,species,facultative_grassland,FALSE,FALSE,TRUE
md_0102,7SS4IEI5,Blank et al. 2011b,mean_diff,provide_overwintering_habitat,unmowed buffers,mowed buffers,winter density (birds/10 ha),eastern_bluebird,eastern_bluebird,species,facultative,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,0.1,0,0.0342388546679802,0.3798756623658239,26,species,facultative_grassland,FALSE,FALSE,TRUE
md_0103,7SS4IEI5,Blank et al. 2011b,mean_diff,stream_exclusion_and_buffers,unmowed buffers,mowed buffers,winter density (birds/10 ha),eastern_bluebird,eastern_bluebird,species,facultative,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,0.1,0,0.0342388546679802,0.3798756623658239,26,species,facultative_grassland,FALSE,FALSE,TRUE
md_0104,7SS4IEI5,Blank et al. 2011b,mean_diff,provide_overwintering_habitat,unmowed buffers,mowed buffers,winter density (birds/10 ha),field_sparrow,field_sparrow,species,facultative,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,11.3,0,0.4459931501419898,0.3848482361072803,26,species,facultative_grassland,FALSE,FALSE,TRUE
md_0105,7SS4IEI5,Blank et al. 2011b,mean_diff,stream_exclusion_and_buffers,unmowed buffers,mowed buffers,winter density (birds/10 ha),field_sparrow,field_sparrow,species,facultative,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,11.3,0,0.4459931501419898,0.3848482361072803,26,species,facultative_grassland,FALSE,FALSE,TRUE
md_0106,7SS4IEI5,Blank et al. 2011b,mean_diff,provide_overwintering_habitat,unmowed buffers,mowed buffers,winter density (birds/10 ha),savannah_sparrow,savannah_sparrow,species,obligate,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,7.2,0.6,0.5533367970285358,0.3875191382962773,26,species,obligate_grassland,FALSE,FALSE,TRUE
md_0107,7SS4IEI5,Blank et al. 2011b,mean_diff,stream_exclusion_and_buffers,unmowed buffers,mowed buffers,winter density (birds/10 ha),savannah_sparrow,savannah_sparrow,species,obligate,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,7.2,0.6,0.5533367970285358,0.3875191382962773,26,species,obligate_grassland,FALSE,FALSE,TRUE
md_0108,7SS4IEI5,Blank et al. 2011b,mean_diff,provide_overwintering_habitat,unmowed buffers,mowed buffers,winter density (birds/10 ha),song_sparrow,song_sparrow,species,facultative,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,70.1,2.1,1.5435882900367337,0.4360085454918324,26,species,facultative_grassland,FALSE,FALSE,TRUE
md_0109,7SS4IEI5,Blank et al. 2011b,mean_diff,stream_exclusion_and_buffers,unmowed buffers,mowed buffers,winter density (birds/10 ha),song_sparrow,song_sparrow,species,facultative,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,70.1,2.1,1.5435882900367337,0.4360085454918324,26,species,facultative_grassland,FALSE,FALSE,TRUE
md_0110,7SS4IEI5,Blank et al. 2011b,mean_diff,provide_overwintering_habitat,unmowed buffers,mowed buffers,winter density (birds/10 ha),swamp_sparrow,swamp_sparrow,species,facultative,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,5.5,0,0.566356994507943,0.3878807044665556,26,species,facultative_grassland,FALSE,FALSE,TRUE
md_0111,7SS4IEI5,Blank et al. 2011b,mean_diff,stream_exclusion_and_buffers,unmowed buffers,mowed buffers,winter density (birds/10 ha),swamp_sparrow,swamp_sparrow,species,facultative,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,5.5,0,0.566356994507943,0.3878807044665556,26,species,facultative_grassland,FALSE,FALSE,TRUE
md_0112,7SS4IEI5,Blank et al. 2011b,mean_diff,provide_overwintering_habitat,unmowed buffers,mowed buffers,winter density (birds/10 ha),white_throated_sparrow,white_throated_sparrow,species,shrub,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,15.9,1.6,0.3816360749477057,0.3835151379807867,26,species,,FALSE,TRUE,FALSE
md_0113,7SS4IEI5,Blank et al. 2011b,mean_diff,stream_exclusion_and_buffers,unmowed buffers,mowed buffers,winter density (birds/10 ha),white_throated_sparrow,white_throated_sparrow,species,shrub,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,15.9,1.6,0.3816360749477057,0.3835151379807867,26,species,,FALSE,TRUE,FALSE
md_0114,7SS4IEI5,Blank et al. 2011b,mean_diff,provide_overwintering_habitat,unmowed buffers,mowed buffers,winter density (birds/10 ha),dark_eyed_junco,dark_eyed_junco,species,facultative,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,3.4,0.7,0.29739813400469994,0.38207833297611393,26,species,facultative_grassland,FALSE,FALSE,TRUE
md_0115,7SS4IEI5,Blank et al. 2011b,mean_diff,stream_exclusion_and_buffers,unmowed buffers,mowed buffers,winter density (birds/10 ha),dark_eyed_junco,dark_eyed_junco,species,facultative,abundance,count,,,,,"For the delay_hay treatment, the treatment and control should be switched",two group means,hedges_g,3.4,0.7,0.29739813400469994,0.38207833297611393,26,species,facultative_grassland,FALSE,FALSE,TRUE
md_0116,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,montezuma_quail,montezuma_quail,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.33,0,0.5004040274104967,0.5092614234924194,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0118,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,scaled_quail,scaled_quail,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.24,0,0.5004040274104967,0.5092614234924194,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0119,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,scaled_quail,scaled_quail,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.18,0.21,-0.05427643738022921,0.5005091432665896,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0120,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,gambels_quail,gambels_quail,species,shrub,abundance,count,,,,,,two group means,hedges_g,0,0.24,-0.5004040274104967,0.5092614234924194,14,species,,FALSE,TRUE,FALSE
md_0121,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,gambels_quail,gambels_quail,species,shrub,abundance,count,,,,,,two group means,hedges_g,0,0.14,-0.7784062648607728,0.5215784303211798,14,species,,FALSE,TRUE,FALSE
md_0122,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,mourning_dove,mourning_dove,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.29,0.24,0.08674194131140545,0.5006724586045871,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0123,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,mourning_dove,mourning_dove,species,facultative,abundance,count,,,,,,two group means,hedges_g,1.36,1.86,-0.2836618965338744,0.5032672326801587,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0124,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,horned_lark,horned_lark,species,obligate,abundance,count,,,,,,two group means,hedges_g,2.05,2.38,-0.08256666452273198,0.5006472450828197,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0125,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,horned_lark,horned_lark,species,obligate,abundance,count,,,,,,two group means,hedges_g,2.25,3.43,-0.20304249224654689,0.5018730485398728,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0126,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,spotted_towhee,spotted_towhee,species,shrub,abundance,count,,,,,,two group means,hedges_g,0.05,0,0.5004040274104967,0.5092614234924194,14,species,,FALSE,TRUE,FALSE
md_0128,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,canyon_towhee,canyon_towhee,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.52,0.14,0.7581917775449653,0.5205138981847945,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0129,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,canyon_towhee,canyon_towhee,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.5,0.21,0.5209402734225835,0.5099963622641853,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0130,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,cassins_sparrow,cassins_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.1,0,0.5004040274104967,0.5092614234924194,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0131,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,cassins_sparrow,cassins_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.96,0,1.0675285918090591,0.5395412943448185,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0132,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,rufous_crowned_sparrow,rufous_crowned_sparrow,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.95,0.1,2.8611694895844217,0.7367304262340186,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0133,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,rufous_crowned_sparrow,rufous_crowned_sparrow,species,facultative,abundance,count,,,,,,two group means,hedges_g,1.04,0.07,1.4818105062187483,0.5734320147305522,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0134,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,chipping_sparrow,chipping_sparrow,species,facultative,abundance,count,,,,,,two group means,hedges_g,1.67,0.52,0.5274167726025968,0.5102340425930817,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0135,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,chipping_sparrow,chipping_sparrow,species,facultative,abundance,count,,,,,,two group means,hedges_g,5.71,6,-0.04458163757303371,0.5004749480161946,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0137,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,brewers_sparrow,brewers_sparrow,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.18,0.43,-0.26836813115958974,0.5029675789034573,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0138,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,vesper_sparrow,vesper_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,1.76,0,1.376111075378866,0.5639465219688845,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0139,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,vesper_sparrow,vesper_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,8.96,2.89,0.9742132138677372,0.5331981916509821,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0141,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,lark_sparrow,lark_sparrow,species,facultative,abundance,count,,,,,,two group means,hedges_g,0,0.07,-0.5004040274104966,0.5092614234924194,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0143,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,lark_bunting,lark_bunting,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.39,0.21,0.2033498235782799,0.5018774924830967,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0144,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.1,0,0.5004040274104967,0.5092614234924194,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0145,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,grasshopper_sparrow,grasshopper_sparrow,species,obligate,abundance,count,,,,,,two group means,hedges_g,1.96,0,2.0867912632437737,0.6371256636116561,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0146,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,dark_eyed_junco,dark_eyed_junco,species,facultative,abundance,count,,,,,,two group means,hedges_g,1.14,0,1.1884595650999297,0.5484964342910398,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0147,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,dark_eyed_junco,dark_eyed_junco,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.18,0.25,-0.1266450205538682,0.5009760580033866,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0149,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,chestnut_collared_longspur,chestnut_collared_longspur,species,obligate,abundance,count,,,,,,two group means,hedges_g,1.79,0,0.5004040274104966,0.5092614234924194,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0150,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,two group means,hedges_g,1.19,0.05,0.8618645566227434,0.5262443705883019,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0151,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,eastern_meadowlark,eastern_meadowlark,species,obligate,abundance,count,,,,,,two group means,hedges_g,1.14,0.39,0.5807668443446932,0.5122990011999186,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0152,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,house_finch,house_finch,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.19,0,0.5004040274104967,0.5092614234924194,14,species,facultative_grassland,FALSE,FALSE,TRUE
md_0154,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,northern_harrier,northern_harrier,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.1,0,0.8340067123508279,0.5246388054927579,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0155,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 97-98,northern_harrier,northern_harrier,species,obligate,abundance,count,,,,,,two group means,hedges_g,0.07,0,0.7005656383746954,0.517621950842553,14,species,obligate_grassland,FALSE,FALSE,TRUE
md_0156,IF3VCNWP,Bock and Bock 1999,mean_diff,provide_overwintering_habitat,Ungrazed,Grazed,abundance - 96-97,red_tailed_hawk,red_tailed_hawk,species,facultative,abundance,count,,,,,,two group means,hedges_g,0.1,0.05,0.22378748430090775,0.5021880046460899,14,species,facultative_grassland,FALSE,FALSE,TRUE
