species,habitat
indigo_bunting,Forests:  Temperate Eastern; Open Country:  Habitat Mosaic
rose_bellied_bunting,Forests:  Tropical Dry
orange_breasted_bunting,Forests:  Tropical Dry
varied_bunting,Forests:  Tropical Dry; Aridlands:  Desert Scrub
painted_bunting,Forests:  Temperate Eastern; Forests:  Tropical Dry; Open Country:  Habitat Mosaic
dickcissel,Grasslands:  Temperate; Grasslands:  Tropical
dusky_faced_tanager,Forests:  Tropical Lowland Evergreen
blue_and_gold_tanager,Forests:  Tropical Montane Evergreen
speckled_tanager,Forests:  Tropical Montane Evergreen
gray_and_gold_tanager,Forests:  Tropical Lowland Evergreen
azure_rumped_tanager,Forests:  Tropical Montane Evergreen
blue_gray_tanager,Open Country:  Habitat Mosaic; Open Country:  Developed/Disturbed
yellow_winged_tanager,Forests:  Tropical Lowland Evergreen
palm_tanager,Open Country:  Habitat Mosaic
golden_hooded_tanager,Forests:  Tropical Lowland Evergreen
green_naped_tanager,Forests:  Tropical Montane Evergreen
spangle_cheeked_tanager,Forests:  Tropical Montane Evergreen
plain_colored_tanager,Forests:  Tropical Lowland Evergreen
rufous_winged_tanager,Forests:  Tropical Lowland Evergreen
bay_headed_tanager,Forests:  Tropical Montane Evergreen; Forests:  Tropical Lowland Evergreen
emerald_tanager,Forests:  Tropical Montane Evergreen
silver_throated_tanager,Forests:  Tropical Montane Evergreen
white_eared_conebill,Forests:  Tropical Lowland Evergreen
saffron_finch,Aridlands:  Tropical Arid Scrub
grassland_yellow_finch,Grasslands:  Tropical
slaty_finch,Forests:  Tropical Montane Evergreen
peg_billed_finch,Forests:  Tropical Montane Evergreen
cinnamon_bellied_flowerpiercer,Forests:  Tropical Montane Evergreen
slaty_flowerpiercer,Forests:  Tropical Montane Evergreen
green_honeycreeper,Forests:  Tropical Lowland Evergreen
black_and_yellow_tanager,Forests:  Tropical Montane Evergreen
sulphur_rumped_tanager,Forests:  Tropical Lowland Evergreen
scarlet_browed_tanager,Forests:  Tropical Lowland Evergreen
yellow_backed_tanager,Forests:  Tropical Lowland Evergreen
blue_black_grassquit,Open Country:  Developed/Disturbed
gray_headed_tanager,Forests:  Tropical Lowland Evergreen
white_shouldered_tanager,Forests:  Tropical Lowland Evergreen
tawny_crested_tanager,Forests:  Tropical Lowland Evergreen
white_lined_tanager,Forests:  Tropical Lowland Evergreen
black_throated_shrike_tanager,Forests:  Tropical Lowland Evergreen
white_throated_shrike_tanager,Forests:  Tropical Lowland Evergreen
crimson_collared_tanager,Forests:  Tropical Lowland Evergreen
flame_rumped_tanager,Forests:  Tropical Lowland Evergreen
scarlet_rumped_tanager,Forests:  Tropical Lowland Evergreen
crimson_backed_tanager,Forests:  Tropical Lowland Evergreen
swallow_tanager,Forests:  Tropical Lowland Evergreen
cinnamon_bellied_saltator,Forests:  Tropical Dry
streaked_saltator,Forests:  Tropical Generalist
tufted_puffin,Coasts:  Cliffs and Islands; Coasts:  Marine Waters
black_legged_kittiwake,Coasts:  Cliffs and Islands; Coasts:  Marine Waters; Oceans:  Pelagic
red_legged_kittiwake,Coasts:  Cliffs and Islands; Coasts:  Marine Waters
ivory_gull,Coasts:  Cliffs and Islands; Coasts:  Marine Waters; Oceans:  Arctic Polynyas
pacific_loon,Wetlands:  Tundra; Coasts:  Marine Waters
common_loon,Wetlands:  Lakes and Rivers; Coasts:  Marine Waters
yellow_billed_loon,Wetlands:  Tundra; Wetlands:  Lakes and Rivers; Coasts:  Marine Waters
laysan_albatross,Islands:  Oceanic; Oceans:  Pelagic
short_tailed_shearwater,Islands:  Oceanic; Oceans:  Pelagic
sooty_shearwater,Islands:  Oceanic; Coasts:  Marine Waters; Oceans:  Pelagic
great_shearwater,Islands:  Oceanic; Oceans:  Pelagic
pink_footed_shearwater,Islands:  Oceanic; Oceans:  Pelagic
flesh_footed_shearwater,Islands:  Oceanic; Oceans:  Pelagic
nazca_booby,Islands:  Oceanic; Coasts:  Marine Waters; Oceans:  Pelagic
blue_footed_booby,Coasts:  Cliffs and Islands; Coasts:  Marine Waters
brown_booby,Coasts:  Cliffs and Islands; Coasts:  Marine Waters; Oceans:  Pelagic
red_footed_booby,Islands:  Oceanic; Coasts:  Marine Waters; Oceans:  Pelagic
northern_gannet,Coasts:  Cliffs and Islands; Coasts:  Marine Waters; Oceans:  Pelagic
anhinga,Wetlands:  Generalist
brandts_cormorant,Coasts:  Cliffs and Islands; Coasts:  Marine Waters; Coasts:  Rocky Intertidal
red_faced_cormorant,Coasts:  Cliffs and Islands; Coasts:  Marine Waters; Coasts:  Rocky Intertidal
pelagic_cormorant,Coasts:  Cliffs and Islands; Coasts:  Marine Waters; Coasts:  Rocky Intertidal
snowy_egret,Wetlands:  Generalist; Coasts:  Saltmarsh
little_blue_heron,Wetlands:  Generalist; Coasts:  Saltmarsh
tricolored_heron,Wetlands:  Generalist; Coasts:  Saltmarsh
reddish_egret,Coasts:  Mangroves; Coasts:  Beach and Estuary
glossy_ibis,Coasts:  Saltmarsh; Wetlands:  Freshwater Marsh; Wetlands:  Generalist
white_faced_ibis,Wetlands:  Freshwater Marsh; Wetlands:  Generalist; Coasts:  Saltmarsh
green_ibis,Wetlands:  Forested; Forests:  Tropical Lowland Evergreen
roseate_spoonbill,Coasts:  Mangroves; Wetlands:  Freshwater Marsh; Wetlands:  Generalist; Coasts:  Saltmarsh
california_condor,Aridlands:  Chaparral; Forests:  Temperate Western
king_vulture,Forests:  Tropical Lowland Evergreen
black_vulture,Open Country:  Habitat Mosaic; Open Country:  Developed/Disturbed
turkey_vulture,Open Country:  Habitat Mosaic
lesser_yellow_headed_vulture,Grasslands:  Tropical; Wetlands:  Freshwater Marsh
osprey,Wetlands:  Lakes and Rivers; Coasts:  Saltmarsh; Wetlands:  Generalist
pearl_kite,Open Country:  Habitat Mosaic
white_tailed_kite,Open Country:  Habitat Mosaic
hook_billed_kite,Forests:  Tropical Lowland Evergreen
gray_headed_kite,Forests:  Tropical Lowland Evergreen
black_and_white_hawk_eagle,Forests:  Tropical Lowland Evergreen
ornate_hawk_eagle,Forests:  Tropical Lowland Evergreen
double_toothed_kite,Forests:  Tropical Lowland Evergreen
northern_harrier,Grasslands:  Temperate; Wetlands:  Freshwater Marsh; Open Country:  Habitat Mosaic; Coasts:  Saltmarsh
tiny_hawk,Forests:  Tropical Lowland Evergreen
sharp_shinned_hawk,Forests:  Temperate Generalist
coopers_hawk,Forests:  Temperate Generalist; Open Country:  Habitat Mosaic
bicolored_hawk,Forests:  Tropical Lowland Evergreen
northern_goshawk,Forests:  Boreal; Forests:  Temperate Western; Forests:  Temperate Generalist
bald_eagle,Wetlands:  Generalist; Coasts:  Beach and Estuary; Coasts:  Saltmarsh
white_hawk,Forests:  Tropical Lowland Evergreen
semiplumbeous_hawk,Forests:  Tropical Lowland Evergreen
gray_hawk,Forests:  Tropical Dry; Aridlands:  Desert Riparian; Open Country:  Habitat Mosaic
gray_lined_hawk,Open Country:  Habitat Mosaic
red_shouldered_hawk,Forests:  Temperate Eastern; Forests:  Temperate Western
bare_shanked_screech_owl,Forests:  Tropical Montane Evergreen
tropical_screech_owl,Forests:  Tropical Lowland Evergreen
bearded_screech_owl,Forests:  Tropical Montane Evergreen
pacific_screech_owl,Forests:  Tropical Dry
western_screech_owl,Forests:  Temperate Western; Aridlands:  Desert Riparian
boreal_owl,Forests:  Boreal
northern_saw_whet_owl,Forests:  Boreal; Forests:  Temperate Western; Forests:  Temperate Generalist
unspotted_saw_whet_owl,Forests:  Mesoamerican Highland; Forests:  Mesoamerican Pine-Oak
lattice_tailed_trogon,Forests:  Tropical Lowland Evergreen
slaty_tailed_trogon,Forests:  Tropical Lowland Evergreen
blue_capped_motmot,Forests:  Tropical Lowland Evergreen
lessons_motmot,Forests:  Tropical Lowland Evergreen
whooping_motmot,Forests:  Tropical Lowland Evergreen
rufous_motmot,Forests:  Tropical Lowland Evergreen
keel_billed_motmot,Forests:  Tropical Lowland Evergreen
broad_billed_motmot,Forests:  Tropical Lowland Evergreen
turquoise_browed_motmot,Forests:  Tropical Dry
ringed_kingfisher,Wetlands:  Generalist
belted_kingfisher,Wetlands:  Generalist; Coasts:  Saltmarsh
stricklands_woodpecker,Forests:  Mesoamerican Pine-Oak
red_rumped_woodpecker,Forests:  Tropical Lowland Evergreen
rufous_winged_woodpecker,Forests:  Tropical Lowland Evergreen
stripe_cheeked_woodpecker,Forests:  Tropical Lowland Evergreen
golden_green_woodpecker,Forests:  Tropical Lowland Evergreen
golden_olive_woodpecker,Forests:  Tropical Generalist
gray_crowned_woodpecker,Forests:  Tropical Dry
spot_breasted_woodpecker,Forests:  Tropical Lowland Evergreen
northern_flicker,Forests:  Generalist; Forests:  Temperate Generalist
gilded_flicker,Aridlands:  Desert Scrub; Aridlands:  Desert Riparian
cinnamon_woodpecker,Forests:  Tropical Lowland Evergreen
chestnut_colored_woodpecker,Forests:  Tropical Lowland Evergreen
lineated_woodpecker,Forests:  Tropical Lowland Evergreen
pileated_woodpecker,Forests:  Temperate Generalist
crimson_bellied_woodpecker,Forests:  Tropical Montane Evergreen
crimson_crested_woodpecker,Forests:  Tropical Lowland Evergreen
pale_billed_woodpecker,Forests:  Tropical Lowland Evergreen
ivory_billed_woodpecker,Forests:  Temperate Eastern
imperial_woodpecker,Forests:  Mesoamerican Pine-Oak
laughing_falcon,Forests:  Tropical Lowland Evergreen
barred_forest_falcon,Forests:  Tropical Lowland Evergreen
slaty_backed_forest_falcon,Forests:  Tropical Lowland Evergreen
collared_forest_falcon,Forests:  Tropical Lowland Evergreen
red_throated_caracara,Forests:  Tropical Lowland Evergreen
crested_caracara,Open Country:  Habitat Mosaic
yellow_headed_caracara,Open Country:  Habitat Mosaic; Grasslands:  Tropical
american_kestrel,Open Country:  Habitat Mosaic; Open Country:  Developed/Disturbed
merlin,Forests:  Boreal; Open Country:  Habitat Mosaic
aplomado_falcon,Grasslands:  Tropical; Grasslands:  Chihuahuan
bat_falcon,Forests:  Tropical Lowland Evergreen
orange_breasted_falcon,Forests:  Tropical Lowland Evergreen
bare_necked_umbrellabird,Forests:  Tropical Lowland Evergreen
lovely_cotinga,Forests:  Tropical Lowland Evergreen
turquoise_cotinga,Forests:  Tropical Lowland Evergreen
blue_cotinga,Forests:  Tropical Lowland Evergreen
rufous_piha,Forests:  Tropical Lowland Evergreen
three_wattled_bellbird,Forests:  Tropical Montane Evergreen
black_tipped_cotinga,Forests:  Tropical Lowland Evergreen
yellow_billed_cotinga,Coasts:  Mangroves; Forests:  Tropical Lowland Evergreen
snowy_cotinga,Forests:  Tropical Lowland Evergreen
northern_schiffornis,Forests:  Tropical Lowland Evergreen
russet_winged_schiffornis,Forests:  Tropical Lowland Evergreen
speckled_mourner,Forests:  Tropical Lowland Evergreen
masked_tityra,Forests:  Tropical Lowland Evergreen; Forests:  Tropical Dry
black_crowned_tityra,Forests:  Tropical Lowland Evergreen
barred_becard,Forests:  Tropical Montane Evergreen
cinereous_becard,Forests:  Tropical Lowland Evergreen
cinnamon_becard,Forests:  Tropical Lowland Evergreen
white_winged_becard,Forests:  Tropical Lowland Evergreen
black_and_white_becard,Forests:  Tropical Montane Evergreen
gray_collared_becard,Forests:  Mesoamerican Pine-Oak; Forests:  Tropical Dry
rose_throated_becard,Forests:  Tropical Dry
ochre_bellied_flycatcher,Forests:  Tropical Lowland Evergreen
sepia_capped_flycatcher,Forests:  Tropical Lowland Evergreen
slaty_capped_flycatcher,Forests:  Tropical Montane Evergreen
yellow_green_tyrannulet,Forests:  Tropical Lowland Evergreen
rufous_browed_tyrannulet,Forests:  Tropical Montane Evergreen
bronze_olive_pygmy_tyrant,Forests:  Tropical Montane Evergreen
black_capped_pygmy_tyrant,Forests:  Tropical Lowland Evergreen
scale_crested_pygmy_tyrant,Forests:  Tropical Montane Evergreen
pale_eyed_pygmy_tyrant,Forests:  Tropical Dry
northern_bentbill,Forests:  Tropical Lowland Evergreen
southern_bentbill,Forests:  Tropical Lowland Evergreen
slate_headed_tody_flycatcher,Forests:  Tropical Lowland Evergreen
common_tody_flycatcher,Open Country:  Habitat Mosaic
black_headed_tody_flycatcher,Forests:  Tropical Lowland Evergreen
brownish_twistwing,Forests:  Tropical Lowland Evergreen
eye_ringed_flatbill,Forests:  Tropical Lowland Evergreen
olivaceous_flatbill,Forests:  Tropical Lowland Evergreen
yellow_olive_flycatcher,Forests:  Tropical Lowland Evergreen
yellow_margined_flycatcher,Forests:  Tropical Lowland Evergreen
yellow_bellied_tyrannulet,Forests:  Tropical Lowland Evergreen
brown_capped_tyrannulet,Forests:  Tropical Lowland Evergreen
northern_beardless_tyrannulet,Forests:  Tropical Dry; Aridlands:  Desert Riparian; Aridlands:  Desert Scrub
southern_beardless_tyrannulet,Forests:  Tropical Lowland Evergreen
cocos_flycatcher,Islands:  Terrestrial Habitats
mouse_colored_tyrannulet,Aridlands:  Tropical Arid Scrub
yellow_tyrannulet,Open Country:  Habitat Mosaic
yellow_crowned_tyrannulet,Forests:  Tropical Lowland Evergreen
forest_elaenia,Forests:  Tropical Lowland Evergreen
gray_elaenia,Forests:  Tropical Lowland Evergreen
greenish_elaenia,Forests:  Tropical Lowland Evergreen; Forests:  Tropical Dry
caribbean_elaenia,Open Country:  Habitat Mosaic
yellow_bellied_elaenia,Open Country:  Habitat Mosaic
lesser_elaenia,Open Country:  Habitat Mosaic
mountain_elaenia,Forests:  Tropical Montane Evergreen
torrent_tyrannulet,Wetlands:  Lakes and Rivers; Forests:  Tropical Montane Evergreen
rough_legged_tyrannulet,Forests:  Tropical Lowland Evergreen
guatemalan_tyrannulet,Forests:  Tropical Montane Evergreen; Forests:  Tropical Lowland Evergreen
mistletoe_tyrannulet,Forests:  Tropical Lowland Evergreen; Forests:  Tropical Montane Evergreen
bright_rumped_attila,Forests:  Tropical Lowland Evergreen; Forests:  Tropical Dry
choco_sirystes,Forests:  Tropical Lowland Evergreen
rufous_mourner,Forests:  Tropical Lowland Evergreen
yucatan_flycatcher,Forests:  Tropical Lowland Evergreen; Forests:  Tropical Dry
dusky_capped_flycatcher,Forests:  Tropical Generalist
panama_flycatcher,Forests:  Tropical Dry; Coasts:  Mangroves
ash_throated_flycatcher,Aridlands:  Desert Scrub; Forests:  Temperate Western; Forests:  Tropical Dry
nuttings_flycatcher,Forests:  Tropical Dry
great_crested_flycatcher,Forests:  Temperate Eastern; Forests:  Tropical Lowland Evergreen
brown_crested_flycatcher,Forests:  Tropical Dry; Aridlands:  Desert Riparian
flammulated_flycatcher,Forests:  Tropical Dry
lesser_kiskadee,Wetlands:  Lakes and Rivers; Forests:  Tropical Lowland Evergreen
great_kiskadee,Open Country:  Habitat Mosaic; Forests:  Tropical Dry
cattle_tyrant,Open Country:  Developed/Disturbed; Grasslands:  Tropical
boat_billed_flycatcher,Forests:  Tropical Lowland Evergreen; Forests:  Tropical Dry
rusty_margined_flycatcher,Forests:  Tropical Lowland Evergreen
dark_pewee,Forests:  Tropical Montane Evergreen
ochraceous_pewee,Forests:  Tropical Montane Evergreen
western_wood_pewee,Forests:  Temperate Western; Forests:  Mesoamerican Pine-Oak; Forests:  Tropical Montane Evergreen
eastern_wood_pewee,Forests:  Temperate Eastern; Forests:  Tropical Lowland Evergreen
tropical_pewee,Open Country:  Habitat Mosaic
black_headed_antthrush,Forests:  Tropical Montane Evergreen
rufous_breasted_antthrush,Forests:  Tropical Montane Evergreen
tawny_throated_leaftosser,Forests:  Tropical Lowland Evergreen
gray_throated_leaftosser,Forests:  Tropical Montane Evergreen
scaly_throated_leaftosser,Forests:  Tropical Lowland Evergreen
northern_barred_woodcreeper,Forests:  Tropical Lowland Evergreen
black_banded_woodcreeper,Forests:  Mesoamerican Highland; Forests:  Tropical Montane Evergreen
strong_billed_woodcreeper,Forests:  Tropical Montane Evergreen; Forests:  Mesoamerican Highland
cocoa_woodcreeper,Forests:  Tropical Lowland Evergreen
ivory_billed_woodcreeper,Forests:  Tropical Dry; Forests:  Tropical Lowland Evergreen
black_striped_woodcreeper,Forests:  Tropical Lowland Evergreen
spotted_woodcreeper,Forests:  Tropical Montane Evergreen
straight_billed_woodcreeper,Forests:  Tropical Lowland Evergreen
red_billed_scythebill,Forests:  Tropical Lowland Evergreen
brown_billed_scythebill,Forests:  Tropical Montane Evergreen
white_striped_woodcreeper,Forests:  Mesoamerican Pine-Oak; Forests:  Mesoamerican Highland
streak_headed_woodcreeper,Forests:  Tropical Lowland Evergreen
spot_crowned_woodcreeper,Forests:  Tropical Montane Evergreen
plain_xenops,Forests:  Tropical Lowland Evergreen
streaked_xenops,Forests:  Tropical Montane Evergreen
cassins_vireo,Forests:  Temperate Western; Forests:  Tropical Dry; Forests:  Mesoamerican Pine-Oak
blue_headed_vireo,Forests:  Boreal; Forests:  Temperate Eastern; Forests:  Tropical Generalist
plumbeous_vireo,Forests:  Temperate Western; Forests:  Mesoamerican Pine-Oak; Forests:  Tropical Dry
philadelphia_vireo,Forests:  Boreal; Forests:  Tropical Generalist
warbling_vireo,Forests:  Temperate Eastern; Forests:  Temperate Western; Forests:  Tropical Generalist
brown_capped_vireo,Forests:  Tropical Montane Evergreen
red_eyed_vireo,Forests:  Temperate Generalist; Forests:  Tropical Lowland Evergreen
yellow_green_vireo,Forests:  Tropical Dry; Forests:  Tropical Lowland Evergreen
black_whiskered_vireo,Coasts:  Mangroves; Forests:  Tropical Lowland Evergreen
yucatan_vireo,Coasts:  Mangroves; Forests:  Tropical Dry
tufted_titmouse,Forests:  Temperate Eastern
black_crested_titmouse,Forests:  Tropical Dry
eurasian_skylark,Open Country:  Developed/Disturbed
horned_lark,Grasslands:  Temperate; Tundra:  Arctic; Open Country:  Developed/Disturbed; Coasts:  Beach and Estuary
black_capped_donacobius,Wetlands:  Freshwater Marsh; Wetlands:  Lakes and Rivers
bank_swallow,Wetlands Aerial:  Lakes and Rivers; Open Country Aerial:  Habitat Mosaic
tree_swallow,Wetlands Aerial:  Generalist; Coasts:  Saltmarsh
violet_green_swallow,Forest Aerial:  Temperate Western; Forests Aerial:  Mesoamerican Pine-Oak; Open Country Aerial:  Habitat Mosaic; Open Country Aerial:  Developed/Disturbed
mangrove_swallow,Coasts Aerial:  Mangroves; Wetlands Aerial:  Lakes and Rivers
gray_silky_flycatcher,Forests:  Mesoamerican Pine-Oak; Forests:  Mesoamerican Highland
long_tailed_silky_flycatcher,Forests:  Tropical Montane Evergreen
phainopepla,Aridlands:  Desert Scrub; Aridlands:  Desert Riparian
red_breasted_nuthatch,Forests:  Boreal; Forests:  Temperate Western; Forests:  Temperate Generalist
white_breasted_nuthatch,Forests:  Temperate Eastern; Forests:  Temperate Western
black_tailed_gnatcatcher,Aridlands:  Desert Scrub
california_gnatcatcher,Aridlands:  Chaparral
black_capped_gnatcatcher,Aridlands:  Desert Scrub; Forests:  Tropical Dry
white_lored_gnatcatcher,Forests:  Tropical Dry
navas_wren,Forests:  Tropical Lowland Evergreen
sooty_headed_wren,Forests:  Tropical Montane Evergreen
black_throated_wren,Forests:  Tropical Lowland Evergreen
rufous_breasted_wren,Forests:  Tropical Lowland Evergreen; Forests:  Tropical Montane Evergreen
spot_breasted_wren,Forests:  Tropical Lowland Evergreen
happy_wren,Forests:  Tropical Dry
black_bellied_wren,Forests:  Tropical Lowland Evergreen
stripe_throated_wren,Forests:  Tropical Lowland Evergreen
stripe_breasted_wren,Forests:  Tropical Lowland Evergreen
cabaniss_wren,Open Country:  Habitat Mosaic
canebrake_wren,Open Country:  Habitat Mosaic
isthmian_wren,Open Country:  Habitat Mosaic
bay_wren,Forests:  Tropical Lowland Evergreen
riverside_wren,Forests:  Tropical Lowland Evergreen
buff_breasted_wren,Forests:  Tropical Lowland Evergreen
sinaloa_wren,Forests:  Tropical Dry
banded_wren,Forests:  Tropical Dry
white_headed_wren,Forests:  Tropical Lowland Evergreen
band_backed_wren,Forests:  Tropical Lowland Evergreen; Forests:  Mesoamerican Pine-Oak
gray_barred_wren,Forests:  Mesoamerican Highland; Forests:  Mesoamerican Pine-Oak
giant_wren,Forests:  Tropical Dry
rufous_naped_wren,Forests:  Tropical Dry
spotted_wren,Forests:  Mesoamerican Pine-Oak
boucards_wren,Forests:  Tropical Dry; Forests:  Mesoamerican Pine-Oak
yucatan_wren,Forests:  Tropical Dry
gray_thrasher,Aridlands:  Desert Scrub
california_thrasher,Aridlands:  Chaparral
le_contes_thrasher,Aridlands:  Desert Scrub
crissal_thrasher,Aridlands:  Desert Scrub; Aridlands:  Desert Riparian
sage_thrasher,Aridlands:  Sagebrush; Aridlands:  Desert Scrub; Aridlands:  Desert Riparian
socorro_mockingbird,Islands:  Terrestrial Habitats
tropical_mockingbird,Open Country:  Habitat Mosaic; Open Country:  Developed/Disturbed
northern_mockingbird,Open Country:  Habitat Mosaic
european_starling,Open Country:  Developed/Disturbed
common_myna,Open Country:  Developed/Disturbed
american_dipper,Wetlands:  Lakes and Rivers
eastern_bluebird,Forests:  Temperate Eastern; Forests:  Mesoamerican Pine-Oak
western_bluebird,Forests:  Temperate Western; Forests:  Mesoamerican Pine-Oak; Aridlands:  Desert Scrub
mountain_bluebird,Open Country:  Habitat Mosaic; Tundra:  Alpine; Forests:  Temperate Western; Open Country:  Developed/Disturbed
townsends_solitaire,Forests:  Temperate Western; Forests:  Mesoamerican Pine-Oak
brown_backed_solitaire,Forests:  Mesoamerican Highland; Forests:  Mesoamerican Pine-Oak
black_faced_solitaire,Forests:  Tropical Montane Evergreen
varied_solitaire,Forests:  Tropical Montane Evergreen
slate_colored_solitaire,Forests:  Tropical Montane Evergreen; Forests:  Mesoamerican Highland
black_billed_nightingale_thrush,Forests:  Tropical Montane Evergreen
orange_billed_nightingale_thrush,Forests:  Tropical Generalist
slaty_backed_nightingale_thrush,Forests:  Tropical Montane Evergreen
russet_nightingale_thrush,Forests:  Mesoamerican Pine-Oak
ruddy_capped_nightingale_thrush,Forests:  Tropical Montane Evergreen; Forests:  Mesoamerican Highland
black_headed_nightingale_thrush,Forests:  Tropical Montane Evergreen
yellow_throated_nightingale_thrush,Forests:  Tropical Montane Evergreen
veery,Forests:  Temperate Eastern; Forests:  Temperate Western; Forests:  Tropical Lowland Evergreen
gray_cheeked_thrush,Forests:  Boreal; Forests:  Tropical Lowland Evergreen
bicknells_thrush,Forests:  Boreal; Forests:  Tropical Montane Evergreen
swainsons_thrush,Forests:  Boreal; Forests:  Temperate Western; Forests:  Tropical Montane Evergreen; Forests:  Tropical Lowland Evergreen
hermit_thrush,Forests:  Temperate Generalist
wood_thrush,Forests:  Temperate Eastern; Forests:  Tropical Lowland Evergreen; Forests:  Tropical Montane Evergreen
sooty_thrush,Forests:  Tropical Montane Evergreen
black_thrush,Forests:  Tropical Montane Evergreen
thick_billed_euphonia,Forests:  Tropical Lowland Evergreen
spot_crowned_euphonia,Forests:  Tropical Lowland Evergreen
olive_backed_euphonia,Forests:  Tropical Lowland Evergreen
fulvous_vented_euphonia,Forests:  Tropical Lowland Evergreen
tawny_capped_euphonia,Forests:  Tropical Lowland Evergreen
orange_bellied_euphonia,Forests:  Tropical Montane Evergreen
hooded_grosbeak,Forests:  Tropical Montane Evergreen; Forests:  Mesoamerican Highland
evening_grosbeak,Forests:  Boreal; Forests:  Temperate Western; Forests:  Temperate Generalist
pine_grosbeak,Forests:  Boreal
gray_crowned_rosy_finch,Tundra:  Alpine; Open Country:  Habitat Mosaic
black_rosy_finch,Tundra:  Alpine; Aridlands:  Sagebrush
black_capped_siskin,Forests:  Mesoamerican Pine-Oak
black_headed_siskin,Forests:  Mesoamerican Pine-Oak; Forests:  Tropical Montane Evergreen
yellow_bellied_siskin,Forests:  Tropical Montane Evergreen
lesser_goldfinch,Forests:  Temperate Western; Forests:  Mesoamerican Pine-Oak; Open Country:  Habitat Mosaic
lawrences_goldfinch,Aridlands:  Chaparral; Aridlands:  Desert Riparian; Aridlands:  Desert Scrub
sierra_madre_sparrow,Grasslands:  Tropical
song_sparrow,Open Country:  Habitat Mosaic
lincolns_sparrow,Wetlands:  Boreal; Forests:  Temperate Western; Forests:  Generalist
swamp_sparrow,Wetlands:  Boreal; Wetlands:  Freshwater Marsh; Wetlands:  Generalist; Coasts:  Saltmarsh
large_footed_finch,Forests:  Tropical Montane Evergreen
rusty_crowned_ground_sparrow,Forests:  Tropical Dry
canyon_towhee,Aridlands:  Desert Scrub
white_throated_towhee,Aridlands:  Desert Scrub
aberts_towhee,Aridlands:  Desert Riparian; Aridlands:  Desert Scrub
california_towhee,Aridlands:  Chaparral
white_eared_ground_sparrow,Forests:  Tropical Montane Evergreen
white_faced_ground_sparrow,Open Country:  Habitat Mosaic
cabaniss_ground_sparrow,Open Country:  Habitat Mosaic
rusty_sparrow,Forests:  Mesoamerican Pine-Oak; Forests:  Mesoamerican Highland
rufous_crowned_sparrow,Aridlands:  Desert Scrub
oaxaca_sparrow,Forests:  Tropical Dry
green_tailed_towhee,Aridlands:  Sagebrush; Aridlands:  Desert Scrub; Aridlands:  Desert Riparian
spotted_towhee,Forests:  Temperate Western; Forests:  Mesoamerican Pine-Oak; Forests:  Temperate Generalist
eastern_towhee,Forests:  Temperate Eastern
collared_towhee,Forests:  Mesoamerican Pine-Oak; Forests:  Mesoamerican Highland
audubons_oriole,Forests:  Tropical Dry; Forests:  Mesoamerican Pine-Oak
baltimore_oriole,Forests:  Temperate Eastern; Forests:  Tropical Generalist
black_backed_oriole,Forests:  Mesoamerican Highland
scotts_oriole,Forests:  Mesoamerican Pine-Oak; Aridlands:  Desert Scrub; Forests:  Tropical Dry
red_winged_blackbird,Open Country:  Habitat Mosaic; Wetlands:  Freshwater Marsh
kirtlands_warbler,Forests:  Temperate Eastern; Forests:  Tropical Dry
cape_may_warbler,Forests:  Boreal; Islands:  Terrestrial Habitats
cerulean_warbler,Forests:  Temperate Eastern; Forests:  Tropical Montane Evergreen
northern_parula,Forests:  Temperate Eastern; Forests:  Boreal; Forests:  Tropical Generalist
tropical_parula,Forests:  Tropical Generalist
shining_honeycreeper,Forests:  Tropical Lowland Evergreen
purple_honeycreeper,Forests:  Tropical Lowland Evergreen
red_legged_honeycreeper,Forests:  Tropical Lowland Evergreen
scarlet_thighed_dacnis,Forests:  Tropical Montane Evergreen
blue_dacnis,Forests:  Tropical Lowland Evergreen
viridian_dacnis,Forests:  Tropical Lowland Evergreen
bananaquit,Forests:  Tropical Lowland Evergreen; Forests:  Tropical Montane Evergreen
yellow_faced_grassquit,Open Country:  Habitat Mosaic
cocos_finch,Islands:  Terrestrial Habitats
thick_billed_seed_finch,Forests:  Tropical Lowland Evergreen
large_billed_seed_finch,Forests:  Tropical Lowland Evergreen
nicaraguan_seed_finch,Forests:  Tropical Lowland Evergreen
variable_seedeater,Open Country:  Habitat Mosaic
slate_colored_seedeater,Forests:  Tropical Lowland Evergreen
cinnamon_rumped_seedeater,Open Country:  Developed/Disturbed
morelets_seedeater,Open Country:  Developed/Disturbed
yellow_bellied_seedeater,Open Country:  Developed/Disturbed
ruddy_breasted_seedeater,Open Country:  Habitat Mosaic; Grasslands:  Tropical
wedge_tailed_grass_finch,Grasslands:  Tropical
black_headed_saltator,Forests:  Tropical Lowland Evergreen
buff_throated_saltator,Forests:  Tropical Lowland Evergreen
slate_colored_grosbeak,Forests:  Tropical Lowland Evergreen
