species,primary_habitat,habitat
black_francolin,Riparian,bamboo; shrub; artificial; riparian; wetlands_lakes_marsh
painted_francolin,Grassland,shrub; grasslands; artificial
coqui_francolin,Grassland,woodland; savannah; grasslands; artificial
white_throated_francolin,Savanna,shrub; savannah; artificial
schlegels_francolin,Woodland,woodland
ring_necked_francolin,Grassland,woodland; grasslands; artificial
red_winged_francolin,Grassland,shrub; grasslands; artificial; riparian; wetlands_lakes_marsh
finschs_francolin,Woodland,woodland; savannah; grasslands; riparian
moorland_francolin,Grassland,grasslands
elgon_francolin,Grassland,grasslands
grey_winged_francolin,Grassland,woodland; grasslands
orange_river_francolin,Grassland,forest; woodland; shrub; savannah; grasslands
shelleys_francolin,Grassland,woodland; shrub; savannah; grasslands; rocky_areas; artificial; coastal
whytes_francolin,Grassland,woodland; grasslands; rocky_areas
tibetan_snowcock,Grassland,grasslands; rocky_areas
altai_snowcock,Plains,grasslands; plains
caucasian_snowcock,Rocky,forest; rocky_areas
caspian_snowcock,Rocky,grasslands; rocky_areas
himalayan_snowcock,Grassland,grasslands; rocky_areas
see_see_partridge,Plains,plains; rocky_areas; desert
sand_partridge,Desert,plains; rocky_areas; desert
brown_quail,Grassland,woodland; shrub; grasslands; coastal; wetlands_lakes_marsh
snow_mountain_quail,Shrub,shrub; grasslands
asian_blue_quail,Grassland,shrub; grasslands; artificial; wetlands_lakes_marsh
african_blue_quail,Grassland,forest; grasslands; rocky_areas; artificial; riparian; wetlands_lakes_marsh
madagascar_partridge,Forest,forest; shrub; grasslands; artificial
common_quail,Grassland,shrub; grasslands; artificial
japanese_quail,Grassland,shrub; grasslands; plains; artificial
harlequin_quail,Grassland,shrub; grasslands; artificial; riparian; wetlands_lakes_marsh
rain_quail,Grassland,shrub; grasslands; artificial
stubble_quail,Grassland,savannah; grasslands; artificial
new_zealand_quail,Grassland,shrub; grasslands; wetlands_lakes_marsh
barbary_partridge,Rocky,woodland; shrub; savannah; rocky_areas; desert; artificial; riparian
arabian_partridge,Forest,forest; grasslands; plains
red_legged_partridge,Shrub,shrub; artificial
chukar,Shrub,forest; shrub; savannah; rocky_areas; artificial
rock_partridge,Rocky,shrub; grasslands; rocky_areas
philbys_partridge,Shrub,shrub; rocky_areas; artificial
przevalskis_partridge,Rocky,grasslands; rocky_areas
jungle_bush_quail,Shrub,forest; shrub; grasslands
rock_bush_quail,Plains,shrub; plains
painted_bush_quail,Grassland,forest; shrub; grasslands; artificial
manipur_bush_quail,Grassland,shrub; grasslands; wetlands_lakes_marsh
himalayan_quail,Grassland,shrub; grasslands
hartlaubs_spurfowl,Shrub,shrub; grasslands
mount_cameroon_spurfowl,Forest,forest; savannah
handsome_spurfowl,Forest,forest; bamboo; shrub
chestnut_naped_spurfowl,Forest,forest; woodland; shrub; grasslands; plains; rocky_areas
black_fronted_spurfowl,Forest,forest
erckels_spurfowl,Shrub,forest; woodland; shrub; riparian
djibouti_spurfowl,Forest,forest
swierstras_spurfowl,Forest,forest; shrub; grasslands; rocky_areas
ahanta_spurfowl,Forest,forest; shrub; artificial; riparian; coastal
grey_striped_spurfowl,Forest,forest; shrub; riparian
jacksons_spurfowl,Forest,forest; bamboo; shrub; grasslands
red_billed_spurfowl,Savanna,woodland; shrub; savannah; riparian; wetlands_lakes_marsh
cape_spurfowl,Shrub,shrub; rocky_areas; artificial; riparian
natal_spurfowl,Shrub,forest; woodland; shrub; rocky_areas; artificial
hildebrandts_spurfowl,Shrub,shrub; grasslands; rocky_areas
double_spurred_spurfowl,Savanna,forest; woodland; savannah; artificial; wetlands_lakes_marsh
scaly_spurfowl,Forest,forest; artificial
heuglins_spurfowl,Grassland,savannah; grasslands; artificial
clappertons_spurfowl,Savanna,woodland; savannah; grasslands; rocky_areas; artificial
harwoods_spurfowl,Woodland,woodland; shrub; riparian; wetlands_lakes_marsh
swainsons_spurfowl,Savanna,forest; shrub; savannah; grasslands; riparian; wetlands_lakes_marsh
yellow_necked_spurfowl,Woodland,woodland; artificial
grey_breasted_spurfowl,Savanna,woodland; shrub; savannah; grasslands; plains; riparian
red_necked_spurfowl,Woodland,forest; woodland; shrub; grasslands; riparian; coastal; wetlands_lakes_marsh
spotted_nightjar,Woodland,forest; woodland; savannah; grasslands; coastal
white_throated_nightjar,Forest,forest; woodland; shrub; savannah; grasslands; artificial; coastal; wetlands_lakes_marsh
solomons_nightjar,Coastal,forest; woodland; coastal
new_caledonian_nightjar,Savanna,savannah; grasslands; coastal
heinrichs_nightjar,Forest,forest
papuan_nightjar,Forest,forest
archbolds_nightjar,Forest,forest; shrub
malay_eared_nightjar,Forest,forest; woodland; shrub; grasslands; riparian; coastal; wetlands_lakes_marsh
great_eared_nightjar,Forest,forest; bamboo; shrub; grasslands; riparian
collared_nightjar,Forest,forest; coastal
nacunda_nighthawk,Savanna,forest; savannah; grasslands; artificial; wetlands_lakes_marsh
least_nighthawk,Savanna,shrub; savannah; grasslands
sand_colored_nighthawk,Riparian,rocky_areas; riparian; coastal; wetlands_lakes_marsh
lesser_nighthawk,Shrub,shrub; savannah; plains; desert; artificial; coastal
common_nighthawk,Grassland,forest; woodland; shrub; grasslands; rocky_areas; artificial; wetlands_lakes_marsh
antillean_nighthawk,Savanna,forest; shrub; savannah; artificial; coastal
short_tailed_nighthawk,Forest,forest; woodland; shrub; artificial; wetlands_lakes_marsh
rufous_bellied_nighthawk,Forest,forest
band_tailed_nighthawk,Forest,forest; savannah; riparian; wetlands_lakes_marsh
bahian_nighthawk,Woodland,woodland; shrub; riparian
blackish_nightjar,Rocky,forest; shrub; rocky_areas; riparian
pygmy_nightjar,Woodland,woodland; shrub; rocky_areas
pauraque,Woodland,woodland; shrub; artificial; coastal
scrub_nightjar,Shrub,forest; woodland; shrub; grasslands; artificial
todds_nightjar,Woodland,woodland; shrub; artificial; riparian
little_nightjar,Woodland,forest; woodland; shrub; savannah; grasslands
roraiman_nightjar,Forest,forest; shrub
cayenne_nightjar,Forest,forest; riparian
sickle_winged_nightjar,Woodland,woodland; shrub; savannah; grasslands; riparian; wetlands_lakes_marsh
white_winged_nightjar,Shrub,woodland; shrub; grasslands
greater_band_winged_nightjar,Grassland,shrub; grasslands; artificial
tepui_nightjar,Forest,forest; shrub; grasslands
lesser_band_winged_nightjar,Forest,forest; shrub; savannah; grasslands
swallow_tailed_nightjar,Forest,forest; bamboo; shrub; grasslands
lyre_tailed_nightjar,Forest,forest; woodland; rocky_areas
white_tailed_nightjar,Grassland,shrub; savannah; grasslands
spot_tailed_nightjar,Savanna,shrub; savannah; grasslands; artificial
ladder_tailed_nightjar,Riparian,shrub; riparian; coastal
scissor_tailed_nightjar,Shrub,woodland; shrub; grasslands; artificial
long_trained_nightjar,Forest,forest; woodland
least_poorwill,Forest,forest; woodland; shrub
jamaican_poorwill,Forest,forest; woodland; plains
choco_poorwill,Forest,forest
eared_poorwill,Woodland,forest; woodland; artificial
yucatan_poorwill,Shrub,forest; woodland; shrub; artificial
ocellated_poorwill,Forest,forest
common_poorwill,Shrub,forest; woodland; shrub; grasslands; plains; desert
chuck_wills_widow,Woodland,forest; woodland; shrub; grasslands; artificial
rufous_nightjar,Forest,forest; shrub
cuban_nightjar,Woodland,woodland; riparian; wetlands_lakes_marsh
hispaniolan_nightjar,Forest,forest
tawny_collared_nightjar,Plains,forest; woodland; shrub; plains; artificial
yucatan_nightjar,Forest,forest; woodland
silky_tailed_nightjar,Forest,forest; riparian
buff_collared_nightjar,Rocky,forest; woodland; shrub; rocky_areas
eastern_whip_poor_will,Woodland,forest; woodland; shrub; coastal
mexican_whip_poor_will,Forest,forest
puerto_rican_nightjar,Forest,forest; shrub
dusky_nightjar,Forest,forest; woodland
brown_nightjar,Forest,forest
red_necked_nightjar,Forest,forest; woodland; shrub; desert; artificial
jungle_nightjar,Forest,forest; bamboo; woodland; shrub; artificial
grey_nightjar,Forest,forest; shrub; rocky_areas; artificial
palau_nightjar,Forest,forest
european_nightjar,Shrub,forest; woodland; shrub; grasslands; plains; desert; artificial; coastal; wetlands_lakes_marsh
sombre_nightjar,Shrub,shrub; grasslands; artificial
rufous_cheeked_nightjar,Savanna,woodland; savannah; desert
egyptian_nightjar,Desert,shrub; desert; artificial
sykess_nightjar,Plains,shrub; plains; rocky_areas; desert
nubian_nightjar,Shrub,shrub; desert; coastal
golden_nightjar,Plains,plains; rocky_areas; artificial
jerdons_nightjar,Forest,forest; bamboo; woodland; shrub; artificial
large_tailed_nightjar,Woodland,forest; bamboo; woodland; shrub; savannah; grasslands; artificial; riparian; coastal; wetlands_lakes_marsh
meess_nightjar,Shrub,forest; shrub; savannah; grasslands; artificial
timor_nightjar,Forest,forest; savannah
andaman_nightjar,Forest,forest; shrub; savannah
philippine_nightjar,Forest,forest; woodland; shrub; artificial; coastal
sulawesi_nightjar,Forest,forest; shrub; coastal
donaldson_smiths_nightjar,Shrub,woodland; shrub
fiery_necked_nightjar,Savanna,forest; woodland; shrub; savannah; artificial
montane_nightjar,Forest,forest; bamboo; woodland; shrub; rocky_areas; artificial
indian_nightjar,Shrub,bamboo; woodland; shrub; plains; artificial
madagascar_nightjar,Woodland,forest; woodland; shrub; savannah; artificial
swamp_nightjar,Wetland,grasslands; wetlands_lakes_marsh
nechisar_nightjar,Grassland,grasslands
plain_nightjar,Savanna,woodland; savannah; rocky_areas; desert
star_spotted_nightjar,Grassland,grasslands; rocky_areas; desert
savanna_nightjar,Grassland,woodland; shrub; grasslands; plains; rocky_areas; artificial; coastal; wetlands_lakes_marsh
chirruping_nightjar,Grassland,forest; shrub; grasslands; plains; rocky_areas; artificial; riparian
freckled_nightjar,Rocky,rocky_areas; riparian
bonapartes_nightjar,Forest,forest
salvadoris_nightjar,Forest,forest; rocky_areas; wetlands_lakes_marsh
prigogines_nightjar,Forest,forest
batess_nightjar,Forest,forest
long_tailed_nightjar,Forest,forest; woodland; grasslands; desert; artificial
slender_tailed_nightjar,Shrub,shrub; grasslands
mozambique_nightjar,Woodland,forest; woodland; shrub; savannah; grasslands; artificial; wetlands_lakes_marsh
standard_winged_nightjar,Savanna,forest; woodland; shrub; savannah; grasslands; coastal
pennant_winged_nightjar,Woodland,woodland; grasslands; artificial
oilbird,Forest,forest; rocky_areas
rufous_potoo,Forest,forest
great_potoo,Forest,forest; woodland; shrub; artificial; riparian; wetlands_lakes_marsh
long_tailed_potoo,Forest,forest; riparian
northern_potoo,Forest,forest; woodland; artificial
common_potoo,Woodland,forest; woodland; shrub; savannah
andean_potoo,Forest,forest
white_winged_potoo,Forest,forest
marbled_frogmouth,Forest,forest
papuan_frogmouth,Savanna,forest; shrub; savannah; riparian; coastal; wetlands_lakes_marsh
tawny_frogmouth,Forest,forest; woodland; shrub; artificial; coastal
solomons_frogmouth,Forest,forest; shrub; artificial
large_frogmouth,Forest,forest; wetlands_lakes_marsh
dulit_frogmouth,Forest,forest
philippine_frogmouth,Forest,forest
goulds_frogmouth,Forest,forest
sri_lanka_frogmouth,Woodland,forest; bamboo; woodland
hodgsons_frogmouth,Forest,forest
sumatran_frogmouth,Forest,forest
bornean_frogmouth,Forest,forest
horsfields_frogmouth,Forest,forest; shrub; coastal
blyths_frogmouth,Forest,forest
palawan_frogmouth,Forest,forest; bamboo
sunda_frogmouth,Forest,forest; artificial; riparian; coastal
feline_owlet_nightjar,Forest,forest; shrub; riparian
starry_owlet_nightjar,Forest,forest
moluccan_owlet_nightjar,Forest,forest; woodland; artificial
wallaces_owlet_nightjar,Forest,forest; artificial
archbolds_owlet_nightjar,Forest,forest; shrub
mountain_owlet_nightjar,Forest,forest; savannah; artificial
new_caledonian_owlet_nightjar,Forest,forest; riparian
barred_owlet_nightjar,Forest,forest
vogelkop_owlet_nightjar,Forest,forest
karimui_owlet_nightjar,Forest,forest
australian_owlet_nightjar,Woodland,forest; woodland; shrub; coastal
crested_treeswift,Woodland,forest; woodland
grey_rumped_treeswift,Forest,forest; artificial; coastal
whiskered_treeswift,Forest,forest; coastal
moustached_treeswift,Woodland,forest; woodland; savannah; riparian; coastal
spot_fronted_swift,Forest,forest; savannah
white_chinned_swift,Forest,forest; savannah; grasslands; rocky_areas
white_fronted_swift,Forest,forest; riparian
sooty_swift,Forest,forest; shrub; wetlands_lakes_marsh
rothschilds_swift,Forest,forest; riparian
black_swift,Rocky,rocky_areas; riparian; wetlands_lakes_marsh
white_chested_swift,Forest,forest; shrub; grasslands; rocky_areas
great_dusky_swift,Forest,forest; shrub; riparian
tepui_swift,Forest,forest; grasslands; rocky_areas
chestnut_collared_swift,Forest,forest; shrub
white_collared_swift,Forest,forest; shrub
biscutate_swift,Forest,forest; woodland; shrub
white_naped_swift,Forest,forest; shrub; rocky_areas
waterfall_swift,Riparian,forest; riparian
western_glossy_swiftlet,Forest,forest; artificial
philippine_glossy_swiftlet,Forest,forest; artificial; riparian; coastal
ridgetop_swiftlet,Forest,forest; artificial; riparian; coastal
tenggara_swiftlet,Forest,forest; plains; artificial; coastal
drab_swiftlet,Artificial,forest; savannah; rocky_areas; artificial; coastal
glossy_swiftlet,Forest,forest; artificial
satin_swiftlet,Forest,forest; plains; artificial; coastal
bornean_swiftlet,Forest,forest; savannah; artificial
cave_swiftlet,Forest,forest; grasslands; artificial
christmas_island_swiftlet,Forest,forest; rocky_areas
pygmy_swiftlet,Forest,forest; riparian; wetlands_lakes_marsh
seychelles_swiftlet,Forest,forest; coastal; wetlands_lakes_marsh
mascarene_swiftlet,Forest,forest; shrub; rocky_areas
indian_swiftlet,Rocky,forest; woodland; shrub; rocky_areas; artificial
philippine_swiftlet,Forest,forest
moluccan_swiftlet,Forest,forest; artificial
mountain_swiftlet,Forest,forest
white_rumped_swiftlet,Forest,forest
australian_swiftlet,Savanna,forest; savannah; rocky_areas
himalayan_swiftlet,Riparian,forest; artificial; riparian
volcano_swiftlet,Rocky,rocky_areas
whiteheads_swiftlet,Forest,forest
bare_legged_swiftlet,Forest,forest
mayrs_swiftlet,Forest,forest
mossy_nest_swiftlet,Rocky,forest; rocky_areas
uniform_swiftlet,Forest,forest; artificial; coastal
ameline_swiftlet,Forest,forest; artificial
palau_swiftlet,Forest,forest; shrub; rocky_areas
mariana_swiftlet,Forest,forest; artificial; coastal
caroline_swiftlet,Forest,forest; shrub; rocky_areas
polynesian_swiftlet,Forest,forest; rocky_areas; riparian
atiu_swiftlet,Forest,forest; artificial; coastal
marquesas_swiftlet,Forest,forest; artificial; coastal
black_nest_swiftlet,Forest,forest; artificial; riparian; wetlands_lakes_marsh
edible_nest_swiftlet,Forest,forest; rocky_areas; artificial; coastal
papuan_swiftlet,Rocky,rocky_areas
scarce_swift,Forest,forest; rocky_areas
philippine_spinetail,Forest,forest
papuan_spinetail,Forest,forest; coastal
madagascar_spinetail,Forest,forest; artificial
sao_tome_spinetail,Forest,forest; savannah; artificial; coastal
white_rumped_spinetail,Forest,forest; artificial
mottled_spinetail,Woodland,forest; woodland; savannah; riparian
black_spinetail,Forest,forest; rocky_areas; artificial
silver_rumped_spinetail,Forest,forest; rocky_areas; artificial; riparian; coastal
sabines_spinetail,Forest,forest; savannah; grasslands; riparian; coastal; wetlands_lakes_marsh
cassins_spinetail,Forest,forest; riparian; wetlands_lakes_marsh
böhms_spinetail,Woodland,forest; woodland; savannah
white_throated_needletail,Woodland,forest; woodland; grasslands; plains; riparian
silver_backed_needletail,Forest,forest; riparian; wetlands_lakes_marsh
brown_backed_needletail,Forest,forest; woodland; riparian; wetlands_lakes_marsh
purple_needletail,Forest,forest; savannah
grey_rumped_swift,Forest,forest
band_rumped_swift,Forest,forest; shrub
lesser_antillean_swift,Forest,forest; woodland
costa_rican_swift,Forest,forest; shrub; artificial
pale_rumped_swift,Forest,forest
chimney_swift,Artificial,forest; shrub; artificial; riparian; coastal
vauxs_swift,Forest,forest
chapmans_swift,Forest,forest; shrub; coastal; wetlands_lakes_marsh
ashy_tailed_swift,Woodland,woodland
southern_swift,Forest,forest; shrub; artificial
short_tailed_swift,Forest,forest; woodland; shrub; grasslands; artificial
white_throated_swift,Rocky,woodland; shrub; grasslands; plains; rocky_areas; artificial; coastal; wetlands_lakes_marsh
white_tipped_swift,Forest,forest; grasslands; rocky_areas
andean_swift,Shrub,forest; shrub
antillean_palm_swift,Grassland,shrub; grasslands; artificial
pygmy_palm_swift,Forest,forest; shrub; savannah; artificial; coastal
fork_tailed_palm_swift,Forest,forest; shrub; artificial; riparian
great_swallow_tailed_swift,Forest,forest; shrub; savannah; rocky_areas; artificial
lesser_swallow_tailed_swift,Forest,forest; woodland; artificial; riparian
african_palm_swift,Woodland,forest; woodland; savannah; grasslands; riparian; coastal
malagasy_palm_swift,Woodland,forest; woodland; artificial; wetlands_lakes_marsh
asian_palm_swift,Woodland,forest; woodland; shrub; artificial; coastal
alpine_swift,Rocky,plains; rocky_areas; artificial
mottled_swift,Shrub,shrub; savannah
cape_verde_swift,Rocky,rocky_areas
common_swift,Plains,forest; woodland; shrub; savannah; grasslands; plains; desert; artificial
